,gemeente,postcode,gemiddelde_woz_waarde_woning,gemiddelde_woz_waarde_gemeente,klasse_woz
977,Rotterdam,3085,106,173.57142857142858,Laag
978,Rotterdam,3086,104,173.57142857142858,Laag
979,Rotterdam,3087,136,173.57142857142858,Laag
980,Rotterdam,3089,131,173.57142857142858,Laag
981,Rotterdam,3151,220,173.57142857142858,Laag
982,Rotterdam,3181,159,173.57142857142858,Laag
983,Rotterdam,3191,152,173.57142857142858,Laag
984,Rotterdam,3192,137,173.57142857142858,Laag
985,Rotterdam,3193,139,173.57142857142858,Laag
986,Rotterdam,3194,145,173.57142857142858,Laag
987,Rotterdam,3195,154,173.57142857142858,Laag
988,Dordrecht,3029,106,180.76923076923077,Laag
989,Dordrecht,3311,174,180.76923076923077,Laag
990,Dordrecht,3312,158,180.76923076923077,Laag
991,Dordrecht,3313,113,180.76923076923077,Laag
992,Dordrecht,3314,126,180.76923076923077,Laag
993,Dordrecht,3315,188,180.76923076923077,Laag
994,Dordrecht,3316,244,180.76923076923077,Laag
995,Dordrecht,3317,115,180.76923076923077,Laag
996,Dordrecht,3318,134,180.76923076923077,Laag
997,Dordrecht,3319,245,180.76923076923077,Laag
998,Dordrecht,3328,166,180.76923076923077,Laag
999,Dordrecht,3329,426,180.76923076923077,Laag
1000,Dordrecht,3331,155,180.76923076923077,Laag
1001,Schiedam,3044,310,179.4,Laag
1002,Schiedam,3111,168,179.4,Laag
1003,Schiedam,3112,110,179.4,Laag
1004,Schiedam,3113,137,179.4,Laag
1005,Schiedam,3114,128,179.4,Laag
1006,Schiedam,3115,191,179.4,Laag
1007,Schiedam,3116,247,179.4,Laag
1008,Schiedam,3117,133,179.4,Laag
1009,Schiedam,3118,113,179.4,Laag
1010,Schiedam,3119,118,179.4,Laag
1011,Schiedam,3121,222,179.4,Laag
1012,Schiedam,3122,118,179.4,Laag
1013,Schiedam,3123,177,179.4,Laag
1014,Schiedam,3124,247,179.4,Laag
1015,Schiedam,3125,272,179.4,Laag
1016,Vlaardingen,3131,144,216.875,Middel
1017,Vlaardingen,3132,132,216.875,Middel
1018,Vlaardingen,3133,146,216.875,Middel
1019,Vlaardingen,3134,177,216.875,Middel
1020,Vlaardingen,3135,187,216.875,Middel
1021,Vlaardingen,3136,156,216.875,Middel
1022,Vlaardingen,3137,193,216.875,Middel
1023,Vlaardingen,3138,600,216.875,Middel
1024,Maassluis,3141,162,220.57142857142858,Middel
1025,Maassluis,3142,187,220.57142857142858,Middel
1026,Maassluis,3143,189,220.57142857142858,Middel
1027,Maassluis,3144,190,220.57142857142858,Middel
1028,Maassluis,3145,199,220.57142857142858,Middel
1029,Maassluis,3146,211,220.57142857142858,Middel
1030,Maassluis,3147,406,220.57142857142858,Middel
1031,Albrandswaard,3161,253,260.4,Middel-Hoog
1032,Albrandswaard,3162,268,260.4,Middel-Hoog
1033,Albrandswaard,3171,231,260.4,Middel-Hoog
1034,Albrandswaard,3172,271,260.4,Middel-Hoog
1035,Albrandswaard,3176,279,260.4,Middel-Hoog
1036,Spijkenisse,3201,159,160.22222222222223,Laag
1037,Spijkenisse,3202,131,160.22222222222223,Laag
1038,Spijkenisse,3203,131,160.22222222222223,Laag
1039,Spijkenisse,3204,142,160.22222222222223,Laag
1040,Spijkenisse,3205,156,160.22222222222223,Laag
1041,Spijkenisse,3206,136,160.22222222222223,Laag
1042,Spijkenisse,3207,202,160.22222222222223,Laag
1043,Spijkenisse,3208,149,160.22222222222223,Laag
1044,Spijkenisse,3209,236,160.22222222222223,Laag
1045,Bernisse,3211,200,227.66666666666666,Middel
1046,Bernisse,3212,233,227.66666666666666,Middel
1047,Bernisse,3214,223,227.66666666666666,Middel
1048,Bernisse,3216,256,227.66666666666666,Middel
1049,Bernisse,3218,196,227.66666666666666,Middel
1050,Bernisse,3227,258,227.66666666666666,Middel
1051,Hellevoetsluis,3221,204,189.0,Laag
1052,Hellevoetsluis,3222,186,189.0,Laag
1053,Hellevoetsluis,3223,241,189.0,Laag
1054,Hellevoetsluis,3224,162,189.0,Laag
1055,Hellevoetsluis,3225,152,189.0,Laag
1056,Hellevoetsluis,3255,189,189.0,Laag
1057,Brielle,3222,186,217.2,Middel
1058,Brielle,3231,228,217.2,Middel
1059,Brielle,3232,201,217.2,Middel
1060,Brielle,3237,249,217.2,Middel
1061,Brielle,3238,222,217.2,Middel
1062,Westvoorne,3233,310,301.0,Hoog
1063,Westvoorne,3234,313,301.0,Hoog
1064,Westvoorne,3235,280,301.0,Hoog
1065,Goeree-Overflakkee,3241,203,206.66666666666666,Middel
1066,Goeree-Overflakkee,3243,190,206.66666666666666,Middel
1067,Goeree-Overflakkee,3244,205,206.66666666666666,Middel
1068,Goeree-Overflakkee,3245,193,206.66666666666666,Middel
1069,Goeree-Overflakkee,3247,205,206.66666666666666,Middel
1070,Goeree-Overflakkee,3248,204,206.66666666666666,Middel
1071,Goeree-Overflakkee,3249,183,206.66666666666666,Middel
1072,Goeree-Overflakkee,3251,207,206.66666666666666,Middel
1073,Goeree-Overflakkee,3252,266,206.66666666666666,Middel
1074,Goeree-Overflakkee,3253,316,206.66666666666666,Middel
1075,Goeree-Overflakkee,3255,189,206.66666666666666,Middel
1076,Goeree-Overflakkee,3256,182,206.66666666666666,Middel
1077,Goeree-Overflakkee,3257,173,206.66666666666666,Middel
1078,Goeree-Overflakkee,3258,185,206.66666666666666,Middel
1079,Goeree-Overflakkee,3523,199,206.66666666666666,Middel
1080,Oud-Beijerland,3261,242,224.66666666666666,Middel
1081,Oud-Beijerland,3262,211,224.66666666666666,Middel
1082,Oud-Beijerland,3263,221,224.66666666666666,Middel
1083,Meerssen,3261,242,227.66666666666666,Middel
1084,Meerssen,6231,205,227.66666666666666,Middel
1085,Meerssen,6235,230,227.66666666666666,Middel
1086,Meerssen,6237,217,227.66666666666666,Middel
1087,Meerssen,6241,245,227.66666666666666,Middel
1088,Meerssen,6243,227,227.66666666666666,Middel
1089,Korendijk,3264,231,221.5,Middel
1090,Korendijk,3265,209,221.5,Middel
1091,Korendijk,3267,222,221.5,Middel
1092,Korendijk,3284,224,221.5,Middel
1093,Binnenmaas,3271,295,240.66666666666666,Middel-Hoog
1094,Binnenmaas,3273,238,240.66666666666666,Middel-Hoog
1095,Binnenmaas,3274,225,240.66666666666666,Middel-Hoog
1096,Binnenmaas,3295,204,240.66666666666666,Middel-Hoog
1097,Binnenmaas,3297,206,240.66666666666666,Middel-Hoog
1098,Binnenmaas,3299,276,240.66666666666666,Middel-Hoog
1099,Cromstrijen,3281,230,229.5,Middel
1100,Cromstrijen,3286,229,229.5,Middel
1101,Strijen,3291,217,210.66666666666666,Middel
1102,Strijen,3292,209,210.66666666666666,Middel
1103,Strijen,3293,206,210.66666666666666,Middel
1104,Hendrik-Ido-Ambacht,3341,200,217.75,Middel
1105,Hendrik-Ido-Ambacht,3342,214,217.75,Middel
1106,Hendrik-Ido-Ambacht,3343,195,217.75,Middel
1107,Hendrik-Ido-Ambacht,3344,262,217.75,Middel
1108,Papendrecht,3351,189,195.16666666666666,Laag
1109,Papendrecht,3352,195,195.16666666666666,Laag
1110,Papendrecht,3353,168,195.16666666666666,Laag
1111,Papendrecht,3354,179,195.16666666666666,Laag
1112,Papendrecht,3355,205,195.16666666666666,Laag
1113,Papendrecht,3356,235,195.16666666666666,Laag
1114,Sliedrecht,3361,210,210.2,Middel
1115,Sliedrecht,3362,158,210.2,Middel
1116,Sliedrecht,3363,184,210.2,Middel
1117,Sliedrecht,3364,231,210.2,Middel
1118,Sliedrecht,3366,268,210.2,Middel
1119,Hardinxveld-Giessendam,3371,219,251.0,Middel-Hoog
1120,Hardinxveld-Giessendam,3372,220,251.0,Middel-Hoog
1121,Hardinxveld-Giessendam,3373,242,251.0,Middel-Hoog
1122,Hardinxveld-Giessendam,3381,323,251.0,Middel-Hoog
1123,Giessenlanden,3381,323,277.1666666666667,Hoog
1124,Giessenlanden,4209,273,277.1666666666667,Hoog
1125,Giessenlanden,4221,278,277.1666666666667,Hoog
1126,Giessenlanden,4223,273,277.1666666666667,Hoog
1127,Giessenlanden,4225,296,277.1666666666667,Hoog
1128,Giessenlanden,4241,220,277.1666666666667,Hoog
1129,IJsselstein,3401,255,242.75,Middel-Hoog
1130,IJsselstein,3402,202,242.75,Middel-Hoog
1131,IJsselstein,3403,268,242.75,Middel-Hoog
1132,IJsselstein,3404,246,242.75,Middel-Hoog
1133,Lopik,3405,286,277.8,Hoog
1134,Lopik,3411,255,277.8,Hoog
1135,Lopik,3412,316,277.8,Hoog
1136,Lopik,3413,221,277.8,Hoog
1137,Lopik,3415,311,277.8,Hoog
1138,Montfoort,3417,265,258.0,Middel-Hoog
1139,Montfoort,3461,251,258.0,Middel-Hoog
1140,Oudewater,3421,262,358.0,Hoog
1141,Oudewater,3425,448,358.0,Hoog
1142,Oudewater,3464,396,358.0,Hoog
1143,Oudewater,3467,326,358.0,Hoog
1144,Nieuwegein,3431,173,214.44444444444446,Middel
1145,Nieuwegein,3432,165,214.44444444444446,Middel
1146,Nieuwegein,3433,220,214.44444444444446,Middel
1147,Nieuwegein,3434,200,214.44444444444446,Middel
1148,Nieuwegein,3435,200,214.44444444444446,Middel
1149,Nieuwegein,3436,208,214.44444444444446,Middel
1150,Nieuwegein,3437,220,214.44444444444446,Middel
1151,Nieuwegein,3438,221,214.44444444444446,Middel
1152,Nieuwegein,3439,323,214.44444444444446,Middel
1153,Woerden,3441,212,306.3333333333333,Hoog
1154,Woerden,3442,212,306.3333333333333,Hoog
1155,Woerden,3443,227,306.3333333333333,Hoog
1156,Woerden,3444,480,306.3333333333333,Hoog
1157,Woerden,3445,278,306.3333333333333,Hoog
1158,Woerden,3446,300,306.3333333333333,Hoog
1159,Woerden,3448,226,306.3333333333333,Hoog
1160,Woerden,3449,276,306.3333333333333,Hoog
1161,Woerden,3471,295,306.3333333333333,Hoog
1162,Woerden,3474,282,306.3333333333333,Hoog
1163,Woerden,3481,276,306.3333333333333,Hoog
1164,Woerden,3651,612,306.3333333333333,Hoog
1165,Utrecht,3451,283,279.0652173913044,Hoog
1166,Utrecht,3452,300,279.0652173913044,Hoog
1167,Utrecht,3453,259,279.0652173913044,Hoog
1168,Utrecht,3454,281,279.0652173913044,Hoog
1169,Utrecht,3455,467,279.0652173913044,Hoog
1170,Utrecht,3511,288,279.0652173913044,Hoog
1171,Utrecht,3512,324,279.0652173913044,Hoog
1172,Utrecht,3513,196,279.0652173913044,Hoog
1173,Utrecht,3514,312,279.0652173913044,Hoog
1174,Utrecht,3515,252,279.0652173913044,Hoog
1175,Utrecht,3521,278,279.0652173913044,Hoog
1176,Utrecht,3522,235,279.0652173913044,Hoog
1177,Utrecht,3523,199,279.0652173913044,Hoog
1178,Utrecht,3524,180,279.0652173913044,Hoog
1179,Utrecht,3525,209,279.0652173913044,Hoog
1180,Utrecht,3526,131,279.0652173913044,Hoog
1181,Utrecht,3527,131,279.0652173913044,Hoog
1182,Utrecht,3531,208,279.0652173913044,Hoog
1183,Utrecht,3532,215,279.0652173913044,Hoog
1184,Utrecht,3533,292,279.0652173913044,Hoog
1185,Utrecht,3534,225,279.0652173913044,Hoog
1186,Utrecht,3541,245,279.0652173913044,Hoog
1187,Utrecht,3542,288,279.0652173913044,Hoog
1188,Utrecht,3543,265,279.0652173913044,Hoog
1189,Utrecht,3544,264,279.0652173913044,Hoog
1190,Utrecht,3545,521,279.0652173913044,Hoog
1191,Utrecht,3546,628,279.0652173913044,Hoog
1192,Utrecht,3551,186,279.0652173913044,Hoog
1193,Utrecht,3552,192,279.0652173913044,Hoog
1194,Utrecht,3553,178,279.0652173913044,Hoog
1195,Utrecht,3554,182,279.0652173913044,Hoog
1196,Utrecht,3555,193,279.0652173913044,Hoog
1197,Utrecht,3561,145,279.0652173913044,Hoog
1198,Utrecht,3562,132,279.0652173913044,Hoog
1199,Utrecht,3563,141,279.0652173913044,Hoog
1200,Utrecht,3564,136,279.0652173913044,Hoog
1201,Utrecht,3566,577,279.0652173913044,Hoog
1202,Utrecht,3571,344,279.0652173913044,Hoog
1203,Utrecht,3572,323,279.0652173913044,Hoog
1204,Utrecht,3573,262,279.0652173913044,Hoog
1205,Utrecht,3581,372,279.0652173913044,Hoog
1206,Utrecht,3582,237,279.0652173913044,Hoog
1207,Utrecht,3583,434,279.0652173913044,Hoog
1208,Utrecht,3584,308,279.0652173913044,Hoog
1209,Utrecht,3585,561,279.0652173913044,Hoog
1210,Utrecht,3737,458,279.0652173913044,Hoog
1211,De Bilt,3615,428,359.8888888888889,Hoog
1212,De Bilt,3721,257,359.8888888888889,Hoog
1213,De Bilt,3722,369,359.8888888888889,Hoog
1214,De Bilt,3723,506,359.8888888888889,Hoog
1215,De Bilt,3731,297,359.8888888888889,Hoog
1216,De Bilt,3732,238,359.8888888888889,Hoog
1217,De Bilt,3737,458,359.8888888888889,Hoog
1218,De Bilt,3738,263,359.8888888888889,Hoog
1219,De Bilt,3739,423,359.8888888888889,Hoog
1220,Zeist,3701,269,349.46153846153845,Hoog
1221,Zeist,3702,254,349.46153846153845,Hoog
1222,Zeist,3703,288,349.46153846153845,Hoog
1223,Zeist,3704,227,349.46153846153845,Hoog
1224,Zeist,3705,253,349.46153846153845,Hoog
1225,Zeist,3706,140,349.46153846153845,Hoog
1226,Zeist,3707,522,349.46153846153845,Hoog
1227,Zeist,3708,291,349.46153846153845,Hoog
1228,Zeist,3709,282,349.46153846153845,Hoog
1229,Zeist,3711,309,349.46153846153845,Hoog
1230,Zeist,3712,343,349.46153846153845,Hoog
1231,Zeist,3734,356,349.46153846153845,Hoog
1232,Zeist,3735,1009,349.46153846153845,Hoog
1233,Baarn,3741,252,346.25,Hoog
1234,Baarn,3742,240,346.25,Hoog
1235,Baarn,3743,432,346.25,Hoog
1236,Baarn,3749,461,346.25,Hoog
1237,Bunschoten,3751,269,310.3333333333333,Hoog
1238,Bunschoten,3752,249,310.3333333333333,Hoog
1239,Bunschoten,3754,413,310.3333333333333,Hoog
1240,Eemnes,3755,287,287.0,Hoog
1241,Soest,3761,326,279.125,Hoog
1242,Soest,3762,242,279.125,Hoog
1243,Soest,3763,314,279.125,Hoog
1244,Soest,3764,251,279.125,Hoog
1245,Soest,3765,196,279.125,Hoog
1246,Soest,3766,269,279.125,Hoog
1247,Soest,3768,409,279.125,Hoog
1248,Soest,3769,226,279.125,Hoog
1249,Barneveld,3771,261,333.3333333333333,Hoog
1250,Barneveld,3772,233,333.3333333333333,Hoog
1251,Barneveld,3773,261,333.3333333333333,Hoog
1252,Barneveld,3774,329,333.3333333333333,Hoog
1253,Barneveld,3775,454,333.3333333333333,Hoog
1254,Barneveld,3776,310,333.3333333333333,Hoog
1255,Barneveld,3781,286,333.3333333333333,Hoog
1256,Barneveld,3784,345,333.3333333333333,Hoog
1257,Barneveld,3785,347,333.3333333333333,Hoog
1258,Barneveld,3792,458,333.3333333333333,Hoog
1259,Barneveld,3794,340,333.3333333333333,Hoog
1260,Barneveld,3886,376,333.3333333333333,Hoog
1261,Leusden,3791,327,294.57142857142856,Hoog
1262,Leusden,3813,203,294.57142857142856,Hoog
1263,Leusden,3831,254,294.57142857142856,Hoog
1264,Leusden,3832,352,294.57142857142856,Hoog
1265,Leusden,3833,249,294.57142857142856,Hoog
1266,Leusden,3834,241,294.57142857142856,Hoog
1267,Leusden,3835,436,294.57142857142856,Hoog
1268,Harderwijk,3841,231,286.8888888888889,Hoog
1269,Harderwijk,3842,193,286.8888888888889,Hoog
1270,Harderwijk,3843,204,286.8888888888889,Hoog
1271,Harderwijk,3844,210,286.8888888888889,Hoog
1272,Harderwijk,3845,260,286.8888888888889,Hoog
1273,Harderwijk,3846,310,286.8888888888889,Hoog
1274,Harderwijk,3847,511,286.8888888888889,Hoog
1275,Harderwijk,3848,264,286.8888888888889,Hoog
1276,Harderwijk,3849,399,286.8888888888889,Hoog
1277,Ermelo,3851,260,277.0,Hoog
1278,Ermelo,3852,320,277.0,Hoog
1279,Ermelo,3853,251,277.0,Hoog
1280,Putten,3853,251,274.75,Hoog
1281,Putten,3862,253,274.75,Hoog
1282,Putten,3881,321,274.75,Hoog
1283,Putten,3882,274,274.75,Hoog
1284,Nijkerk,3861,234,276.8,Hoog
1285,Nijkerk,3862,253,276.8,Hoog
1286,Nijkerk,3863,274,276.8,Hoog
1287,Nijkerk,3864,332,276.8,Hoog
1288,Nijkerk,3871,291,276.8,Hoog
1289,Apeldoorn,3888,306,253.3030303030303,Middel-Hoog
1290,Apeldoorn,7311,164,253.3030303030303,Middel-Hoog
1291,Apeldoorn,7312,188,253.3030303030303,Middel-Hoog
1292,Apeldoorn,7313,516,253.3030303030303,Middel-Hoog
1293,Apeldoorn,7314,225,253.3030303030303,Middel-Hoog
1294,Apeldoorn,7315,239,253.3030303030303,Middel-Hoog
1295,Apeldoorn,7316,259,253.3030303030303,Middel-Hoog
1296,Apeldoorn,7317,222,253.3030303030303,Middel-Hoog
1297,Apeldoorn,7321,236,253.3030303030303,Middel-Hoog
1298,Apeldoorn,7322,184,253.3030303030303,Middel-Hoog
1299,Apeldoorn,7323,193,253.3030303030303,Middel-Hoog
1300,Apeldoorn,7324,253,253.3030303030303,Middel-Hoog
1301,Apeldoorn,7325,237,253.3030303030303,Middel-Hoog
1302,Apeldoorn,7326,174,253.3030303030303,Middel-Hoog
1303,Apeldoorn,7327,173,253.3030303030303,Middel-Hoog
1304,Apeldoorn,7328,154,253.3030303030303,Middel-Hoog
1305,Apeldoorn,7329,184,253.3030303030303,Middel-Hoog
1306,Apeldoorn,7331,156,253.3030303030303,Middel-Hoog
1307,Apeldoorn,7332,181,253.3030303030303,Middel-Hoog
1308,Apeldoorn,7333,155,253.3030303030303,Middel-Hoog
1309,Apeldoorn,7334,200,253.3030303030303,Middel-Hoog
1310,Apeldoorn,7335,189,253.3030303030303,Middel-Hoog
1311,Apeldoorn,7336,230,253.3030303030303,Middel-Hoog
1312,Apeldoorn,7339,265,253.3030303030303,Middel-Hoog
1313,Apeldoorn,7341,377,253.3030303030303,Middel-Hoog
1314,Apeldoorn,7345,415,253.3030303030303,Middel-Hoog
1315,Apeldoorn,7346,451,253.3030303030303,Middel-Hoog
1316,Apeldoorn,7348,304,253.3030303030303,Middel-Hoog
1317,Apeldoorn,7351,316,253.3030303030303,Middel-Hoog
1318,Apeldoorn,7361,316,253.3030303030303,Middel-Hoog
1319,Apeldoorn,7364,311,253.3030303030303,Middel-Hoog
1320,Apeldoorn,7371,275,253.3030303030303,Middel-Hoog
1321,Apeldoorn,7381,311,253.3030303030303,Middel-Hoog
1322,Zeewolde,3891,202,252.16666666666666,Middel-Hoog
1323,Zeewolde,3892,228,252.16666666666666,Middel-Hoog
1324,Zeewolde,3893,242,252.16666666666666,Middel-Hoog
1325,Zeewolde,3894,245,252.16666666666666,Middel-Hoog
1326,Zeewolde,3899,289,252.16666666666666,Middel-Hoog
1327,Zeewolde,3981,307,252.16666666666666,Middel-Hoog
1328,Veenendaal,3901,156,219.85714285714286,Middel
1329,Veenendaal,3902,208,219.85714285714286,Middel
1330,Veenendaal,3903,237,219.85714285714286,Middel
1331,Veenendaal,3904,230,219.85714285714286,Middel
1332,Veenendaal,3905,191,219.85714285714286,Middel
1333,Veenendaal,3906,253,219.85714285714286,Middel
1334,Veenendaal,3907,264,219.85714285714286,Middel
1335,Rhenen,3911,237,263.25,Middel-Hoog
1336,Rhenen,3912,210,263.25,Middel-Hoog
1337,Rhenen,3921,247,263.25,Middel-Hoog
1338,Rhenen,3922,359,263.25,Middel-Hoog
1339,Weststellingwerf,3925,262,239.82758620689654,Middel-Hoog
1340,Weststellingwerf,8388,239,239.82758620689654,Middel-Hoog
1341,Weststellingwerf,8389,256,239.82758620689654,Middel-Hoog
1342,Weststellingwerf,8391,166,239.82758620689654,Middel-Hoog
1343,Weststellingwerf,8392,232,239.82758620689654,Middel-Hoog
1344,Weststellingwerf,8393,290,239.82758620689654,Middel-Hoog
1345,Weststellingwerf,8394,256,239.82758620689654,Middel-Hoog
1346,Weststellingwerf,8395,205,239.82758620689654,Middel-Hoog
1347,Weststellingwerf,8396,265,239.82758620689654,Middel-Hoog
1348,Weststellingwerf,8397,175,239.82758620689654,Middel-Hoog
1349,Weststellingwerf,8398,287,239.82758620689654,Middel-Hoog
1350,Weststellingwerf,8471,149,239.82758620689654,Middel-Hoog
1351,Weststellingwerf,8472,208,239.82758620689654,Middel-Hoog
1352,Weststellingwerf,8474,227,239.82758620689654,Middel-Hoog
1353,Weststellingwerf,8475,267,239.82758620689654,Middel-Hoog
1354,Weststellingwerf,8476,272,239.82758620689654,Middel-Hoog
1355,Weststellingwerf,8477,295,239.82758620689654,Middel-Hoog
1356,Weststellingwerf,8478,292,239.82758620689654,Middel-Hoog
1357,Weststellingwerf,8479,275,239.82758620689654,Middel-Hoog
1358,Weststellingwerf,8481,263,239.82758620689654,Middel-Hoog
1359,Weststellingwerf,8482,262,239.82758620689654,Middel-Hoog
1360,Weststellingwerf,8483,196,239.82758620689654,Middel-Hoog
1361,Weststellingwerf,8484,207,239.82758620689654,Middel-Hoog
1362,Weststellingwerf,8485,211,239.82758620689654,Middel-Hoog
1363,Weststellingwerf,8486,246,239.82758620689654,Middel-Hoog
1364,Weststellingwerf,8487,264,239.82758620689654,Middel-Hoog
1365,Weststellingwerf,8488,266,239.82758620689654,Middel-Hoog
1366,Weststellingwerf,8489,197,239.82758620689654,Middel-Hoog
1367,Weststellingwerf,9471,225,239.82758620689654,Middel-Hoog
1368,Renswoude,3927,281,281.0,Hoog
1369,Woudenberg,3927,281,313.0,Hoog
1370,Woudenberg,3931,276,313.0,Hoog
1371,Woudenberg,3959,382,313.0,Hoog
1372,Utrechtse Heuvelrug,3941,328,328.625,Hoog
1373,Utrechtse Heuvelrug,3951,333,328.625,Hoog
1374,Utrechtse Heuvelrug,3953,357,328.625,Hoog
1375,Utrechtse Heuvelrug,3956,303,328.625,Hoog
1376,Utrechtse Heuvelrug,3958,277,328.625,Hoog
1377,Utrechtse Heuvelrug,3959,382,328.625,Hoog
1378,Utrechtse Heuvelrug,3971,372,328.625,Hoog
1379,Utrechtse Heuvelrug,3972,277,328.625,Hoog
1380,Wijk bij Duurstede,3945,278,278.8,Hoog
1381,Wijk bij Duurstede,3947,325,278.8,Hoog
1382,Wijk bij Duurstede,3961,230,278.8,Hoog
1383,Wijk bij Duurstede,3962,254,278.8,Hoog
1384,Wijk bij Duurstede,3981,307,278.8,Hoog
1385,Bunnik,3981,307,295.6666666666667,Hoog
1386,Bunnik,3984,276,295.6666666666667,Hoog
1387,Bunnik,3985,304,295.6666666666667,Hoog
1388,Vianen,3989,297,268.85714285714283,Middel-Hoog
1389,Vianen,4121,302,268.85714285714283,Middel-Hoog
1390,Vianen,4122,305,268.85714285714283,Middel-Hoog
1391,Vianen,4124,337,268.85714285714283,Middel-Hoog
1392,Vianen,4131,159,268.85714285714283,Middel-Hoog
1393,Vianen,4132,249,268.85714285714283,Middel-Hoog
1394,Vianen,4133,233,268.85714285714283,Middel-Hoog
1395,Houten,3991,301,285.25,Hoog
1396,Houten,3992,264,285.25,Hoog
1397,Houten,3993,221,285.25,Hoog
1398,Houten,3994,297,285.25,Hoog
1399,Houten,3995,192,285.25,Hoog
1400,Houten,3997,343,285.25,Hoog
1401,Houten,3998,315,285.25,Hoog
1402,Houten,3999,349,285.25,Hoog
1403,Tiel,4001,155,290.1818181818182,Hoog
1404,Tiel,4002,247,290.1818181818182,Hoog
1405,Tiel,4003,202,290.1818181818182,Hoog
1406,Tiel,4004,411,290.1818181818182,Hoog
1407,Tiel,4005,184,290.1818181818182,Hoog
1408,Tiel,4006,137,290.1818181818182,Hoog
1409,Tiel,4007,231,290.1818181818182,Hoog
1410,Tiel,4013,310,290.1818181818182,Hoog
1411,Tiel,4014,291,290.1818181818182,Hoog
1412,Tiel,4017,634,290.1818181818182,Hoog
1413,Tiel,4062,390,290.1818181818182,Hoog
1414,Buren,4011,302,300.0625,Hoog
1415,Buren,4012,283,300.0625,Hoog
1416,Buren,4016,341,300.0625,Hoog
1417,Buren,4021,246,300.0625,Hoog
1418,Buren,4023,289,300.0625,Hoog
1419,Buren,4024,288,300.0625,Hoog
1420,Buren,4031,289,300.0625,Hoog
1421,Buren,4032,352,300.0625,Hoog
1422,Buren,4033,260,300.0625,Hoog
1423,Buren,4111,288,300.0625,Hoog
1424,Buren,4112,293,300.0625,Hoog
1425,Buren,4115,346,300.0625,Hoog
1426,Buren,4116,261,300.0625,Hoog
1427,Buren,4117,335,300.0625,Hoog
1428,Buren,4119,325,300.0625,Hoog
1429,Buren,4197,303,300.0625,Hoog
1430,Neder-Betuwe,4033,260,232.42857142857142,Middel
1431,Neder-Betuwe,4041,227,232.42857142857142,Middel
1432,Neder-Betuwe,4043,221,232.42857142857142,Middel
1433,Neder-Betuwe,4051,220,232.42857142857142,Middel
1434,Neder-Betuwe,4053,229,232.42857142857142,Middel
1435,Neder-Betuwe,4054,245,232.42857142857142,Middel
1436,Neder-Betuwe,6669,225,232.42857142857142,Middel
1437,Neerijnen,4061,275,287.09090909090907,Hoog
1438,Neerijnen,4062,390,287.09090909090907,Hoog
1439,Neerijnen,4063,278,287.09090909090907,Hoog
1440,Neerijnen,4064,270,287.09090909090907,Hoog
1441,Neerijnen,4174,265,287.09090909090907,Hoog
1442,Neerijnen,4175,228,287.09090909090907,Hoog
1443,Neerijnen,4176,275,287.09090909090907,Hoog
1444,Neerijnen,4181,235,287.09090909090907,Hoog
1445,Neerijnen,4182,389,287.09090909090907,Hoog
1446,Neerijnen,4184,263,287.09090909090907,Hoog
1447,Neerijnen,4185,290,287.09090909090907,Hoog
1448,Culemborg,4101,227,265.0,Middel-Hoog
1449,Culemborg,4102,173,265.0,Middel-Hoog
1450,Culemborg,4103,230,265.0,Middel-Hoog
1451,Culemborg,4104,263,265.0,Middel-Hoog
1452,Culemborg,4105,236,265.0,Middel-Hoog
1453,Culemborg,4106,294,265.0,Middel-Hoog
1454,Culemborg,4107,432,265.0,Middel-Hoog
1455,Zederik,4126,264,261.85714285714283,Middel-Hoog
1456,Zederik,4128,257,261.85714285714283,Middel-Hoog
1457,Zederik,4231,246,261.85714285714283,Middel-Hoog
1458,Zederik,4233,217,261.85714285714283,Middel-Hoog
1459,Zederik,4235,286,261.85714285714283,Middel-Hoog
1460,Zederik,4243,285,261.85714285714283,Middel-Hoog
1461,Zederik,4245,278,261.85714285714283,Middel-Hoog
1462,Leerdam,4141,213,246.0,Middel-Hoog
1463,Leerdam,4142,163,246.0,Middel-Hoog
1464,Leerdam,4143,228,246.0,Middel-Hoog
1465,Leerdam,4145,265,246.0,Middel-Hoog
1466,Leerdam,4163,327,246.0,Middel-Hoog
1467,Leerdam,4247,280,246.0,Middel-Hoog
1468,Lingewaal,4147,240,296.8333333333333,Hoog
1469,Lingewaal,4161,255,296.8333333333333,Hoog
1470,Lingewaal,4171,264,296.8333333333333,Hoog
1471,Lingewaal,4211,303,296.8333333333333,Hoog
1472,Lingewaal,4212,478,296.8333333333333,Hoog
1473,Lingewaal,4214,241,296.8333333333333,Hoog
1474,Geldermalsen,4151,327,298.54545454545456,Hoog
1475,Geldermalsen,4152,279,298.54545454545456,Hoog
1476,Geldermalsen,4153,275,298.54545454545456,Hoog
1477,Geldermalsen,4155,359,298.54545454545456,Hoog
1478,Geldermalsen,4156,355,298.54545454545456,Hoog
1479,Geldermalsen,4157,302,298.54545454545456,Hoog
1480,Geldermalsen,4158,295,298.54545454545456,Hoog
1481,Geldermalsen,4191,248,298.54545454545456,Hoog
1482,Geldermalsen,4194,279,298.54545454545456,Hoog
1483,Geldermalsen,4196,262,298.54545454545456,Hoog
1484,Geldermalsen,4197,303,298.54545454545456,Hoog
