"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)";"Geregistreerde misdrijven/Geregistreerde misdrijven, relatief (% van totaal geregistreerde misdrijven)";"Geregistreerde misdrijven/Geregistreerde misdrijven per 1000 inw.  (per 1 000 inwoners)"
"6 Drugsmisdrijven";"2015";"Baarn";10;1;
"6 Drugsmisdrijven";"2016";"Baarn";15;1;
"6 Drugsmisdrijven";"2017";"Baarn";5;1;
"6 Drugsmisdrijven";"2013";"Barendrecht";20;1;
"6 Drugsmisdrijven";"2014";"Barendrecht";20;1;
"6 Drugsmisdrijven";"2015";"Barendrecht";15;1;
"6 Drugsmisdrijven";"2016";"Barendrecht";5;0;
"6 Drugsmisdrijven";"2017";"Barendrecht";15;1;
"6 Drugsmisdrijven";"2013";"Barneveld";10;0;
"6 Drugsmisdrijven";"2014";"Barneveld";15;1;
"6 Drugsmisdrijven";"2015";"Barneveld";25;1;
"6 Drugsmisdrijven";"2016";"Barneveld";15;1;
"6 Drugsmisdrijven";"2017";"Barneveld";20;1;
"6 Drugsmisdrijven";"2013";"Bedum";0;0;0
"6 Drugsmisdrijven";"2014";"Bedum";5;2;
"6 Drugsmisdrijven";"2015";"Bedum";0;0;0
"6 Drugsmisdrijven";"2016";"Bedum";0;0;0
"6 Drugsmisdrijven";"2017";"Bedum";0;0;0
"6 Drugsmisdrijven";"2013";"Beek (L.)";10;1;
"6 Drugsmisdrijven";"2014";"Beek (L.)";10;1;
"6 Drugsmisdrijven";"2015";"Beek (L.)";15;1;
"6 Drugsmisdrijven";"2016";"Beek (L.)";10;1;
"6 Drugsmisdrijven";"2017";"Beek (L.)";10;1;
"6 Drugsmisdrijven";"2013";"Beekdaelen";;;
"6 Drugsmisdrijven";"2014";"Beekdaelen";;;
"6 Drugsmisdrijven";"2015";"Beekdaelen";;;
"6 Drugsmisdrijven";"2016";"Beekdaelen";;;
"6 Drugsmisdrijven";"2017";"Beekdaelen";;;
"6 Drugsmisdrijven";"2013";"Beemster";5;1;
"6 Drugsmisdrijven";"2014";"Beemster";0;0;0
"6 Drugsmisdrijven";"2015";"Beemster";0;0;0
"6 Drugsmisdrijven";"2016";"Beemster";0;0;0
"6 Drugsmisdrijven";"2017";"Beemster";0;0;0
"6 Drugsmisdrijven";"2013";"Beesel";5;1;
"6 Drugsmisdrijven";"2014";"Beesel";5;1;
"6 Drugsmisdrijven";"2015";"Beesel";5;1;
"6 Drugsmisdrijven";"2016";"Beesel";5;2;
"6 Drugsmisdrijven";"2017";"Beesel";5;1;
"6 Drugsmisdrijven";"2013";"Bellingwedde";10;3;
"6 Drugsmisdrijven";"2014";"Bellingwedde";5;2;
"6 Drugsmisdrijven";"2015";"Bellingwedde";5;2;
"6 Drugsmisdrijven";"2016";"Bellingwedde";0;0;0
"6 Drugsmisdrijven";"2017";"Bellingwedde";5;3;
"6 Drugsmisdrijven";"2013";"Berg en Dal";;;
"6 Drugsmisdrijven";"2014";"Berg en Dal";;;
"6 Drugsmisdrijven";"2015";"Berg en Dal";;;
"6 Drugsmisdrijven";"2016";"Berg en Dal";5;0;
"6 Drugsmisdrijven";"2017";"Berg en Dal";5;0;
"6 Drugsmisdrijven";"2013";"Bergambacht";0;0;0
"6 Drugsmisdrijven";"2014";"Bergambacht";0;0;0
"6 Drugsmisdrijven";"2015";"Bergambacht";;;
"6 Drugsmisdrijven";"2016";"Bergambacht";;;
"6 Drugsmisdrijven";"2017";"Bergambacht";;;
"6 Drugsmisdrijven";"2013";"Bergeijk";10;1;
"6 Drugsmisdrijven";"2014";"Bergeijk";5;1;
"6 Drugsmisdrijven";"2015";"Bergeijk";10;2;
"6 Drugsmisdrijven";"2016";"Bergeijk";10;1;
"6 Drugsmisdrijven";"2017";"Bergeijk";5;1;
"6 Drugsmisdrijven";"2013";"Bergen (L.)";5;1;
"6 Drugsmisdrijven";"2014";"Bergen (L.)";0;0;0
"6 Drugsmisdrijven";"2015";"Bergen (L.)";0;0;0
"6 Drugsmisdrijven";"2016";"Bergen (L.)";5;1;
"6 Drugsmisdrijven";"2017";"Bergen (L.)";5;1;
"6 Drugsmisdrijven";"2013";"Bergen (NH.)";5;1;
"6 Drugsmisdrijven";"2014";"Bergen (NH.)";10;1;
"6 Drugsmisdrijven";"2015";"Bergen (NH.)";5;0;
"6 Drugsmisdrijven";"2016";"Bergen (NH.)";5;0;
"6 Drugsmisdrijven";"2017";"Bergen (NH.)";5;1;
"6 Drugsmisdrijven";"2013";"Bergen op Zoom";95;2;
"6 Drugsmisdrijven";"2014";"Bergen op Zoom";100;2;1,5
"6 Drugsmisdrijven";"2015";"Bergen op Zoom";125;3;1,9
"6 Drugsmisdrijven";"2016";"Bergen op Zoom";115;3;1,8
"6 Drugsmisdrijven";"2017";"Bergen op Zoom";100;3;1,5
"6 Drugsmisdrijven";"2013";"Berkelland";15;1;
"6 Drugsmisdrijven";"2014";"Berkelland";15;1;
"6 Drugsmisdrijven";"2015";"Berkelland";10;1;
"6 Drugsmisdrijven";"2016";"Berkelland";5;1;
"6 Drugsmisdrijven";"2017";"Berkelland";25;2;
"6 Drugsmisdrijven";"2013";"Bernheze";5;1;
"6 Drugsmisdrijven";"2014";"Bernheze";10;1;
"6 Drugsmisdrijven";"2015";"Bernheze";20;2;
"6 Drugsmisdrijven";"2016";"Bernheze";10;1;
"6 Drugsmisdrijven";"2017";"Bernheze";10;1;
"6 Drugsmisdrijven";"2013";"Bernisse";0;0;0
"6 Drugsmisdrijven";"2014";"Bernisse";5;1;
"6 Drugsmisdrijven";"2015";"Bernisse";;;
"6 Drugsmisdrijven";"2016";"Bernisse";;;
"6 Drugsmisdrijven";"2017";"Bernisse";;;
"6 Drugsmisdrijven";"2013";"Best";60;4;
"6 Drugsmisdrijven";"2014";"Best";35;2;
"6 Drugsmisdrijven";"2015";"Best";40;3;
"6 Drugsmisdrijven";"2016";"Best";30;2;
"6 Drugsmisdrijven";"2017";"Best";20;2;
"6 Drugsmisdrijven";"2013";"Beuningen";0;0;0
"6 Drugsmisdrijven";"2014";"Beuningen";5;1;
"6 Drugsmisdrijven";"2015";"Beuningen";10;1;
"6 Drugsmisdrijven";"2016";"Beuningen";5;1;
"6 Drugsmisdrijven";"2017";"Beuningen";10;1;
"6 Drugsmisdrijven";"2013";"Beverwijk";40;1;
"6 Drugsmisdrijven";"2014";"Beverwijk";25;1;
"6 Drugsmisdrijven";"2015";"Beverwijk";35;1;
"6 Drugsmisdrijven";"2016";"Beverwijk";25;1;
"6 Drugsmisdrijven";"2017";"Beverwijk";15;1;
"6 Drugsmisdrijven";"2013";"het Bildt";5;2;
"6 Drugsmisdrijven";"2014";"het Bildt";5;2;
"6 Drugsmisdrijven";"2015";"het Bildt";0;0;0
"6 Drugsmisdrijven";"2016";"het Bildt";0;0;0
"6 Drugsmisdrijven";"2017";"het Bildt";0;0;0
"6 Drugsmisdrijven";"2013";"De Bilt";10;1;
"6 Drugsmisdrijven";"2014";"De Bilt";15;1;
"6 Drugsmisdrijven";"2015";"De Bilt";10;1;
"6 Drugsmisdrijven";"2016";"De Bilt";10;1;
"6 Drugsmisdrijven";"2017";"De Bilt";10;1;
"6 Drugsmisdrijven";"2013";"Binnenmaas";40;4;
"6 Drugsmisdrijven";"2014";"Binnenmaas";30;4;
"6 Drugsmisdrijven";"2015";"Binnenmaas";55;7;
"6 Drugsmisdrijven";"2016";"Binnenmaas";30;4;
"6 Drugsmisdrijven";"2017";"Binnenmaas";20;4;
"6 Drugsmisdrijven";"2013";"Bladel";10;1;
"6 Drugsmisdrijven";"2014";"Bladel";10;1;
"6 Drugsmisdrijven";"2015";"Bladel";15;1;
"6 Drugsmisdrijven";"2016";"Bladel";15;2;
"6 Drugsmisdrijven";"2017";"Bladel";10;1;
"6 Drugsmisdrijven";"2013";"Blaricum";0;0;0
"6 Drugsmisdrijven";"2014";"Blaricum";0;0;0
"6 Drugsmisdrijven";"2015";"Blaricum";0;0;0
"6 Drugsmisdrijven";"2016";"Blaricum";5;1;
"6 Drugsmisdrijven";"2017";"Blaricum";5;1;
"6 Drugsmisdrijven";"2013";"Bloemendaal";10;1;
"6 Drugsmisdrijven";"2014";"Bloemendaal";10;1;
"6 Drugsmisdrijven";"2015";"Bloemendaal";15;1;
"6 Drugsmisdrijven";"2016";"Bloemendaal";10;1;
"6 Drugsmisdrijven";"2017";"Bloemendaal";15;1;
"6 Drugsmisdrijven";"2013";"Boarnsterhim";5;0;
"6 Drugsmisdrijven";"2014";"Boarnsterhim";;;
"6 Drugsmisdrijven";"2015";"Boarnsterhim";;;
"6 Drugsmisdrijven";"2016";"Boarnsterhim";;;
"6 Drugsmisdrijven";"2017";"Boarnsterhim";;;
"6 Drugsmisdrijven";"2013";"Bodegraven";;;
"6 Drugsmisdrijven";"2014";"Bodegraven";;;
"6 Drugsmisdrijven";"2015";"Bodegraven";;;
"6 Drugsmisdrijven";"2016";"Bodegraven";;;
"6 Drugsmisdrijven";"2017";"Bodegraven";;;
"6 Drugsmisdrijven";"2013";"Bodegraven-Reeuwijk";10;1;
"6 Drugsmisdrijven";"2014";"Bodegraven-Reeuwijk";10;1;
"6 Drugsmisdrijven";"2015";"Bodegraven-Reeuwijk";10;1;
"6 Drugsmisdrijven";"2016";"Bodegraven-Reeuwijk";20;1;
"6 Drugsmisdrijven";"2017";"Bodegraven-Reeuwijk";15;1;
"6 Drugsmisdrijven";"2013";"Boekel";5;1;
"6 Drugsmisdrijven";"2014";"Boekel";0;0;0
"6 Drugsmisdrijven";"2015";"Boekel";5;1;
"6 Drugsmisdrijven";"2016";"Boekel";0;0;0
"6 Drugsmisdrijven";"2017";"Boekel";5;1;
"6 Drugsmisdrijven";"2013";"Ten Boer";5;3;
"6 Drugsmisdrijven";"2014";"Ten Boer";0;0;0
"6 Drugsmisdrijven";"2015";"Ten Boer";0;0;0
"6 Drugsmisdrijven";"2016";"Ten Boer";0;0;0
"6 Drugsmisdrijven";"2017";"Ten Boer";5;2;
"6 Drugsmisdrijven";"2013";"Bolsward";;;
"6 Drugsmisdrijven";"2014";"Bolsward";;;
"6 Drugsmisdrijven";"2015";"Bolsward";;;
"6 Drugsmisdrijven";"2016";"Bolsward";;;
"6 Drugsmisdrijven";"2017";"Bolsward";;;
"6 Drugsmisdrijven";"2013";"Borger-Odoorn";15;2;
"6 Drugsmisdrijven";"2014";"Borger-Odoorn";10;1;
"6 Drugsmisdrijven";"2015";"Borger-Odoorn";10;1;
"6 Drugsmisdrijven";"2016";"Borger-Odoorn";10;2;
"6 Drugsmisdrijven";"2017";"Borger-Odoorn";5;1;
"6 Drugsmisdrijven";"2013";"Borne";10;1;
"6 Drugsmisdrijven";"2014";"Borne";10;1;
"6 Drugsmisdrijven";"2015";"Borne";15;2;
"6 Drugsmisdrijven";"2016";"Borne";5;1;
"6 Drugsmisdrijven";"2017";"Borne";10;2;
"6 Drugsmisdrijven";"2013";"Borsele";5;1;
"6 Drugsmisdrijven";"2014";"Borsele";10;2;
"6 Drugsmisdrijven";"2015";"Borsele";10;2;
"6 Drugsmisdrijven";"2016";"Borsele";10;2;
"6 Drugsmisdrijven";"2017";"Borsele";5;1;
"6 Drugsmisdrijven";"2013";"Boskoop";5;1;
"6 Drugsmisdrijven";"2014";"Boskoop";;;
"6 Drugsmisdrijven";"2015";"Boskoop";;;
"6 Drugsmisdrijven";"2016";"Boskoop";;;
"6 Drugsmisdrijven";"2017";"Boskoop";;;
"6 Drugsmisdrijven";"2013";"Boxmeer";30;2;
"6 Drugsmisdrijven";"2014";"Boxmeer";25;2;
"6 Drugsmisdrijven";"2015";"Boxmeer";15;1;
"6 Drugsmisdrijven";"2016";"Boxmeer";5;1;
"6 Drugsmisdrijven";"2017";"Boxmeer";5;1;
"6 Drugsmisdrijven";"2013";"Boxtel";20;1;
"6 Drugsmisdrijven";"2014";"Boxtel";10;1;
"6 Drugsmisdrijven";"2015";"Boxtel";10;1;
"6 Drugsmisdrijven";"2016";"Boxtel";10;1;
"6 Drugsmisdrijven";"2017";"Boxtel";15;1;
"6 Drugsmisdrijven";"2013";"Breda";420;3;2,4
"6 Drugsmisdrijven";"2014";"Breda";380;3;2,1
"6 Drugsmisdrijven";"2015";"Breda";300;2;1,7
"6 Drugsmisdrijven";"2016";"Breda";330;3;1,8
"6 Drugsmisdrijven";"2017";"Breda";345;3;1,9
"6 Drugsmisdrijven";"2013";"Breukelen";;;
"6 Drugsmisdrijven";"2014";"Breukelen";;;
"6 Drugsmisdrijven";"2015";"Breukelen";;;
"6 Drugsmisdrijven";"2016";"Breukelen";;;
"6 Drugsmisdrijven";"2017";"Breukelen";;;
"6 Drugsmisdrijven";"2013";"Brielle";10;1;
"6 Drugsmisdrijven";"2014";"Brielle";15;2;
"6 Drugsmisdrijven";"2015";"Brielle";5;1;
"6 Drugsmisdrijven";"2016";"Brielle";10;1;
"6 Drugsmisdrijven";"2017";"Brielle";10;2;
"6 Drugsmisdrijven";"2013";"Bronckhorst";10;1;
"6 Drugsmisdrijven";"2014";"Bronckhorst";5;0;
"6 Drugsmisdrijven";"2015";"Bronckhorst";10;1;
"6 Drugsmisdrijven";"2016";"Bronckhorst";0;0;0
"6 Drugsmisdrijven";"2017";"Bronckhorst";5;0;
"6 Drugsmisdrijven";"2013";"Brummen";5;1;
"6 Drugsmisdrijven";"2014";"Brummen";5;0;
"6 Drugsmisdrijven";"2015";"Brummen";5;1;
"6 Drugsmisdrijven";"2016";"Brummen";5;1;
"6 Drugsmisdrijven";"2017";"Brummen";5;1;
"6 Drugsmisdrijven";"2013";"Brunssum";30;1;
"6 Drugsmisdrijven";"2014";"Brunssum";15;1;
"6 Drugsmisdrijven";"2015";"Brunssum";30;2;
"6 Drugsmisdrijven";"2016";"Brunssum";35;2;
"6 Drugsmisdrijven";"2017";"Brunssum";20;2;
"6 Drugsmisdrijven";"2013";"Bunnik";10;1;
"6 Drugsmisdrijven";"2014";"Bunnik";0;0;0
"6 Drugsmisdrijven";"2015";"Bunnik";5;1;
"6 Drugsmisdrijven";"2016";"Bunnik";15;2;
"6 Drugsmisdrijven";"2017";"Bunnik";10;2;
"6 Drugsmisdrijven";"2013";"Bunschoten";0;0;0
"6 Drugsmisdrijven";"2014";"Bunschoten";0;0;0
"6 Drugsmisdrijven";"2015";"Bunschoten";5;0;
"6 Drugsmisdrijven";"2016";"Bunschoten";0;0;0
"6 Drugsmisdrijven";"2017";"Bunschoten";10;2;
"6 Drugsmisdrijven";"2013";"Buren";10;1;
"6 Drugsmisdrijven";"2014";"Buren";10;1;
"6 Drugsmisdrijven";"2015";"Buren";10;2;
"6 Drugsmisdrijven";"2016";"Buren";10;2;
"6 Drugsmisdrijven";"2017";"Buren";15;2;
"6 Drugsmisdrijven";"2013";"Bussum";15;1;
"6 Drugsmisdrijven";"2014";"Bussum";20;1;
"6 Drugsmisdrijven";"2015";"Bussum";10;1;
"6 Drugsmisdrijven";"2016";"Bussum";;;
"6 Drugsmisdrijven";"2017";"Bussum";;;
"6 Drugsmisdrijven";"2013";"Capelle aan den IJssel";45;1;
"6 Drugsmisdrijven";"2014";"Capelle aan den IJssel";55;1;
"6 Drugsmisdrijven";"2015";"Capelle aan den IJssel";40;1;
"6 Drugsmisdrijven";"2016";"Capelle aan den IJssel";60;2;
"6 Drugsmisdrijven";"2017";"Capelle aan den IJssel";30;1;
"6 Drugsmisdrijven";"2013";"Castricum";0;0;0
"6 Drugsmisdrijven";"2014";"Castricum";5;0;
"6 Drugsmisdrijven";"2015";"Castricum";0;0;0
"6 Drugsmisdrijven";"2016";"Castricum";5;0;
"6 Drugsmisdrijven";"2017";"Castricum";5;1;
"6 Drugsmisdrijven";"2013";"Coevorden";25;1;
"6 Drugsmisdrijven";"2014";"Coevorden";30;2;
"6 Drugsmisdrijven";"2015";"Coevorden";10;1;
"6 Drugsmisdrijven";"2016";"Coevorden";10;1;
"6 Drugsmisdrijven";"2017";"Coevorden";5;1;
"6 Drugsmisdrijven";"2013";"Cranendonck";25;3;
"6 Drugsmisdrijven";"2014";"Cranendonck";15;2;
"6 Drugsmisdrijven";"2015";"Cranendonck";20;3;
"6 Drugsmisdrijven";"2016";"Cranendonck";20;2;
"6 Drugsmisdrijven";"2017";"Cranendonck";15;2;
"6 Drugsmisdrijven";"2013";"Cromstrijen";20;4;
"6 Drugsmisdrijven";"2014";"Cromstrijen";10;3;
"6 Drugsmisdrijven";"2015";"Cromstrijen";15;3;
"6 Drugsmisdrijven";"2016";"Cromstrijen";15;4;
"6 Drugsmisdrijven";"2017";"Cromstrijen";10;3;
"6 Drugsmisdrijven";"2013";"Cuijk";10;1;
"6 Drugsmisdrijven";"2014";"Cuijk";10;1;
"6 Drugsmisdrijven";"2015";"Cuijk";25;2;
"6 Drugsmisdrijven";"2016";"Cuijk";15;2;
"6 Drugsmisdrijven";"2017";"Cuijk";10;1;
"6 Drugsmisdrijven";"2013";"Culemborg";10;0;
"6 Drugsmisdrijven";"2014";"Culemborg";5;0;
"6 Drugsmisdrijven";"2015";"Culemborg";10;1;
"6 Drugsmisdrijven";"2016";"Culemborg";5;0;
"6 Drugsmisdrijven";"2017";"Culemborg";20;1;
"6 Drugsmisdrijven";"2013";"Dalfsen";10;1;
"6 Drugsmisdrijven";"2014";"Dalfsen";0;0;0
"6 Drugsmisdrijven";"2015";"Dalfsen";5;1;
"6 Drugsmisdrijven";"2016";"Dalfsen";0;0;0
"6 Drugsmisdrijven";"2017";"Dalfsen";0;0;0
"6 Drugsmisdrijven";"2013";"Dantumadiel";5;1;
"6 Drugsmisdrijven";"2014";"Dantumadiel";20;4;
"6 Drugsmisdrijven";"2015";"Dantumadiel";10;3;
"6 Drugsmisdrijven";"2016";"Dantumadiel";10;3;
"6 Drugsmisdrijven";"2017";"Dantumadiel";5;1;
"6 Drugsmisdrijven";"2013";"Delft";145;2;1,5
"6 Drugsmisdrijven";"2014";"Delft";105;1;1,1
"6 Drugsmisdrijven";"2015";"Delft";60;1;
"6 Drugsmisdrijven";"2016";"Delft";45;1;
"6 Drugsmisdrijven";"2017";"Delft";55;1;
"6 Drugsmisdrijven";"2013";"Delfzijl";20;2;
"6 Drugsmisdrijven";"2014";"Delfzijl";20;2;
"6 Drugsmisdrijven";"2015";"Delfzijl";20;2;
"6 Drugsmisdrijven";"2016";"Delfzijl";10;1;
"6 Drugsmisdrijven";"2017";"Delfzijl";15;1;
"6 Drugsmisdrijven";"2013";"Deurne";25;1;
"6 Drugsmisdrijven";"2014";"Deurne";25;2;
"6 Drugsmisdrijven";"2015";"Deurne";25;2;
"6 Drugsmisdrijven";"2016";"Deurne";40;3;
"6 Drugsmisdrijven";"2017";"Deurne";20;2;
"6 Drugsmisdrijven";"2013";"Deventer";45;1;
"6 Drugsmisdrijven";"2014";"Deventer";60;1;
"6 Drugsmisdrijven";"2015";"Deventer";55;1;
"6 Drugsmisdrijven";"2016";"Deventer";60;1;
"6 Drugsmisdrijven";"2017";"Deventer";60;1;
"6 Drugsmisdrijven";"2013";"Diemen";20;1;
"6 Drugsmisdrijven";"2014";"Diemen";15;1;
"6 Drugsmisdrijven";"2015";"Diemen";15;1;
"6 Drugsmisdrijven";"2016";"Diemen";15;1;
"6 Drugsmisdrijven";"2017";"Diemen";20;1;
"6 Drugsmisdrijven";"2013";"Dinkelland";15;2;
"6 Drugsmisdrijven";"2014";"Dinkelland";5;1;
"6 Drugsmisdrijven";"2015";"Dinkelland";5;1;
"6 Drugsmisdrijven";"2016";"Dinkelland";5;1;
"6 Drugsmisdrijven";"2017";"Dinkelland";5;1;
"6 Drugsmisdrijven";"2013";"Dirksland";;;
"6 Drugsmisdrijven";"2014";"Dirksland";;;
"6 Drugsmisdrijven";"2015";"Dirksland";;;
"6 Drugsmisdrijven";"2016";"Dirksland";;;
"6 Drugsmisdrijven";"2017";"Dirksland";;;
"6 Drugsmisdrijven";"2013";"Doesburg";5;1;
"6 Drugsmisdrijven";"2014";"Doesburg";5;1;
"6 Drugsmisdrijven";"2015";"Doesburg";0;0;0
"6 Drugsmisdrijven";"2016";"Doesburg";0;0;0
"6 Drugsmisdrijven";"2017";"Doesburg";5;1;
"6 Drugsmisdrijven";"2013";"Doetinchem";40;1;
"6 Drugsmisdrijven";"2014";"Doetinchem";30;1;
"6 Drugsmisdrijven";"2015";"Doetinchem";30;1;
"6 Drugsmisdrijven";"2016";"Doetinchem";25;1;
"6 Drugsmisdrijven";"2017";"Doetinchem";35;2;
"6 Drugsmisdrijven";"2013";"Dongen";15;2;
"6 Drugsmisdrijven";"2014";"Dongen";15;1;
"6 Drugsmisdrijven";"2015";"Dongen";10;1;
"6 Drugsmisdrijven";"2016";"Dongen";5;1;
"6 Drugsmisdrijven";"2017";"Dongen";10;2;
"6 Drugsmisdrijven";"2013";"Dongeradeel";25;4;
"6 Drugsmisdrijven";"2014";"Dongeradeel";15;2;
"6 Drugsmisdrijven";"2015";"Dongeradeel";20;3;
"6 Drugsmisdrijven";"2016";"Dongeradeel";15;2;
"6 Drugsmisdrijven";"2017";"Dongeradeel";10;2;
"6 Drugsmisdrijven";"2013";"Dordrecht";315;3;2,7
"6 Drugsmisdrijven";"2014";"Dordrecht";300;3;2,5
"6 Drugsmisdrijven";"2015";"Dordrecht";205;3;1,7
"6 Drugsmisdrijven";"2016";"Dordrecht";190;3;1,6
"6 Drugsmisdrijven";"2017";"Dordrecht";165;2;1,4
"6 Drugsmisdrijven";"2013";"Drechterland";5;1;
"6 Drugsmisdrijven";"2014";"Drechterland";5;1;
"6 Drugsmisdrijven";"2015";"Drechterland";5;1;
"6 Drugsmisdrijven";"2016";"Drechterland";5;1;
"6 Drugsmisdrijven";"2017";"Drechterland";0;0;0
"6 Drugsmisdrijven";"2013";"Drimmelen";20;2;
"6 Drugsmisdrijven";"2014";"Drimmelen";10;1;
"6 Drugsmisdrijven";"2015";"Drimmelen";10;1;
"6 Drugsmisdrijven";"2016";"Drimmelen";15;2;
"6 Drugsmisdrijven";"2017";"Drimmelen";20;3;
"6 Drugsmisdrijven";"2013";"Dronten";200;9;4,9
"6 Drugsmisdrijven";"2014";"Dronten";240;12;5,9
"6 Drugsmisdrijven";"2015";"Dronten";210;12;5,2
"6 Drugsmisdrijven";"2016";"Dronten";170;10;4,2
"6 Drugsmisdrijven";"2017";"Dronten";230;15;5,6
"6 Drugsmisdrijven";"2013";"Druten";5;0;
"6 Drugsmisdrijven";"2014";"Druten";0;0;0
"6 Drugsmisdrijven";"2015";"Druten";5;1;
"6 Drugsmisdrijven";"2016";"Druten";10;1;
"6 Drugsmisdrijven";"2017";"Druten";5;1;
"6 Drugsmisdrijven";"2013";"Duiven";10;1;
"6 Drugsmisdrijven";"2014";"Duiven";15;1;
"6 Drugsmisdrijven";"2015";"Duiven";5;1;
"6 Drugsmisdrijven";"2016";"Duiven";10;1;
"6 Drugsmisdrijven";"2017";"Duiven";10;1;
"6 Drugsmisdrijven";"2013";"Echt-Susteren";20;1;
"6 Drugsmisdrijven";"2014";"Echt-Susteren";20;1;
"6 Drugsmisdrijven";"2015";"Echt-Susteren";25;2;
"6 Drugsmisdrijven";"2016";"Echt-Susteren";20;1;
"6 Drugsmisdrijven";"2017";"Echt-Susteren";25;2;
"6 Drugsmisdrijven";"2013";"Edam-Volendam";50;5;
"6 Drugsmisdrijven";"2014";"Edam-Volendam";20;3;
"6 Drugsmisdrijven";"2015";"Edam-Volendam";10;1;
"6 Drugsmisdrijven";"2016";"Edam-Volendam";15;2;
"6 Drugsmisdrijven";"2017";"Edam-Volendam";5;0;
"6 Drugsmisdrijven";"2013";"Ede";30;0;
"6 Drugsmisdrijven";"2014";"Ede";40;1;
"6 Drugsmisdrijven";"2015";"Ede";35;1;
"6 Drugsmisdrijven";"2016";"Ede";25;0;
"6 Drugsmisdrijven";"2017";"Ede";30;1;
"6 Drugsmisdrijven";"2013";"Eemnes";5;1;
"6 Drugsmisdrijven";"2014";"Eemnes";0;0;0
"6 Drugsmisdrijven";"2015";"Eemnes";5;1;
"6 Drugsmisdrijven";"2016";"Eemnes";5;1;
"6 Drugsmisdrijven";"2017";"Eemnes";5;1;
"6 Drugsmisdrijven";"2013";"Eemsmond";15;2;
"6 Drugsmisdrijven";"2014";"Eemsmond";15;3;
"6 Drugsmisdrijven";"2015";"Eemsmond";5;1;
"6 Drugsmisdrijven";"2016";"Eemsmond";10;2;
"6 Drugsmisdrijven";"2017";"Eemsmond";5;1;
"6 Drugsmisdrijven";"2013";"Eersel";90;9;
"6 Drugsmisdrijven";"2014";"Eersel";65;8;
"6 Drugsmisdrijven";"2015";"Eersel";65;8;
"6 Drugsmisdrijven";"2016";"Eersel";115;13;6,1
"6 Drugsmisdrijven";"2017";"Eersel";90;13;
"6 Drugsmisdrijven";"2013";"Eijsden";;;
"6 Drugsmisdrijven";"2014";"Eijsden";;;
"6 Drugsmisdrijven";"2015";"Eijsden";;;
"6 Drugsmisdrijven";"2016";"Eijsden";;;
"6 Drugsmisdrijven";"2017";"Eijsden";;;
"6 Drugsmisdrijven";"2013";"Eijsden-Margraten";35;3;
"6 Drugsmisdrijven";"2014";"Eijsden-Margraten";30;3;
"6 Drugsmisdrijven";"2015";"Eijsden-Margraten";20;2;
"6 Drugsmisdrijven";"2016";"Eijsden-Margraten";10;2;
"6 Drugsmisdrijven";"2017";"Eijsden-Margraten";10;1;
"6 Drugsmisdrijven";"2013";"Eindhoven";240;1;1,1
"6 Drugsmisdrijven";"2014";"Eindhoven";210;1;0,9
"6 Drugsmisdrijven";"2015";"Eindhoven";230;1;1
"6 Drugsmisdrijven";"2016";"Eindhoven";195;1;0,9
"6 Drugsmisdrijven";"2017";"Eindhoven";195;1;0,9
"6 Drugsmisdrijven";"2013";"Elburg";15;2;
"6 Drugsmisdrijven";"2014";"Elburg";15;2;
"6 Drugsmisdrijven";"2015";"Elburg";10;1;
"6 Drugsmisdrijven";"2016";"Elburg";15;2;
"6 Drugsmisdrijven";"2017";"Elburg";10;2;
"6 Drugsmisdrijven";"2013";"Emmen";65;1;
"6 Drugsmisdrijven";"2014";"Emmen";60;1;
"6 Drugsmisdrijven";"2015";"Emmen";45;1;
"6 Drugsmisdrijven";"2016";"Emmen";45;1;
"6 Drugsmisdrijven";"2017";"Emmen";45;1;
"6 Drugsmisdrijven";"2013";"Enkhuizen";10;1;
"6 Drugsmisdrijven";"2014";"Enkhuizen";5;0;
"6 Drugsmisdrijven";"2015";"Enkhuizen";5;1;
"6 Drugsmisdrijven";"2016";"Enkhuizen";5;1;
"6 Drugsmisdrijven";"2017";"Enkhuizen";0;0;0
"6 Drugsmisdrijven";"2013";"Enschede";215;2;1,4
"6 Drugsmisdrijven";"2014";"Enschede";190;2;1,2
"6 Drugsmisdrijven";"2015";"Enschede";105;1;0,6
"6 Drugsmisdrijven";"2016";"Enschede";160;1;1
"6 Drugsmisdrijven";"2017";"Enschede";115;1;0,7
"6 Drugsmisdrijven";"2013";"Epe";40;3;
"6 Drugsmisdrijven";"2014";"Epe";45;4;
"6 Drugsmisdrijven";"2015";"Epe";20;2;
"6 Drugsmisdrijven";"2016";"Epe";30;3;
"6 Drugsmisdrijven";"2017";"Epe";40;4;
"6 Drugsmisdrijven";"2013";"Ermelo";15;1;
"6 Drugsmisdrijven";"2014";"Ermelo";20;1;
"6 Drugsmisdrijven";"2015";"Ermelo";20;2;
"6 Drugsmisdrijven";"2016";"Ermelo";25;2;
"6 Drugsmisdrijven";"2017";"Ermelo";20;2;
"6 Drugsmisdrijven";"2013";"Etten-Leur";20;1;
"6 Drugsmisdrijven";"2014";"Etten-Leur";40;2;
"6 Drugsmisdrijven";"2015";"Etten-Leur";40;2;
"6 Drugsmisdrijven";"2016";"Etten-Leur";30;1;
