,Provincie,Regio's,Perioden,Bedrijfstak_code,Bedrijfstak,Vestigingen (aantal),Aantal_vestigingen_genormaliseerd,Vestigingen Klasse
20234,Noord-Holland,Waterland,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20235,Noord-Holland,Waterland,2017,F,Bouwnijverheid,185.0,0.0050978230917608156,Middel-Hoog
20236,Noord-Holland,Waterland,2017,G,Handel,220.0,0.00606227610912097,Hoog
20237,Noord-Holland,Waterland,2017,H,Vervoer en opslag,50.0,0.0013777900248002205,Middel
20238,Noord-Holland,Waterland,2017,I,Horeca,75.0,0.002066685037200331,Middel-Hoog
20239,Noord-Holland,Waterland,2017,J,Informatie en communicatie,95.0,0.002617801047120419,Middel-Hoog
20240,Noord-Holland,Waterland,2017,K,Financiële dienstverlening,165.0,0.004546707081840727,Middel-Hoog
20241,Noord-Holland,Waterland,2017,L,Verhuur en handel van onroerend goed,30.0,0.0008266740148801323,Middel
20242,Noord-Holland,Waterland,2017,M,Specialistische zakelijke diensten,455.0,0.012537889225682006,Hoog
20243,Noord-Holland,Waterland,2017,N,Verhuur en overige zakelijke diensten,75.0,0.002066685037200331,Middel-Hoog
20244,Noord-Holland,Waterland,2017,R,"Cultuur, sport en recreatie",155.0,0.004271149076880683,Middel-Hoog
20245,Noord-Holland,Waterland,2017,S,Overige dienstverlening,100.0,0.002755580049600441,Middel-Hoog
20246,Noord-Holland,Waterland,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
20247,Noord-Holland,Waterland,2018,A,"Landbouw, bosbouw en visserij",110.0,0.003031138054560485,Middel-Hoog
20248,Noord-Holland,Waterland,2018,B,Delfstoffenwinning,0.0,0.0,Geen
20249,Noord-Holland,Waterland,2018,C,Industrie,80.0,0.002204464039680353,Middel-Hoog
20250,Noord-Holland,Waterland,2018,D,Energievoorziening,0.0,0.0,Geen
20251,Noord-Holland,Waterland,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20252,Noord-Holland,Waterland,2018,F,Bouwnijverheid,200.0,0.005511160099200882,Hoog
20253,Noord-Holland,Waterland,2018,G,Handel,220.0,0.00606227610912097,Hoog
20254,Noord-Holland,Waterland,2018,H,Vervoer en opslag,55.0,0.0015155690272802425,Middel
20255,Noord-Holland,Waterland,2018,I,Horeca,75.0,0.002066685037200331,Middel-Hoog
20256,Noord-Holland,Waterland,2018,J,Informatie en communicatie,100.0,0.002755580049600441,Middel-Hoog
20257,Noord-Holland,Waterland,2018,K,Financiële dienstverlening,155.0,0.004271149076880683,Middel-Hoog
20258,Noord-Holland,Waterland,2018,L,Verhuur en handel van onroerend goed,35.0,0.0009644530173601543,Middel
20259,Noord-Holland,Waterland,2018,M,Specialistische zakelijke diensten,480.0,0.013226784238082117,Hoog
20260,Noord-Holland,Waterland,2018,N,Verhuur en overige zakelijke diensten,80.0,0.002204464039680353,Middel-Hoog
20261,Noord-Holland,Waterland,2018,R,"Cultuur, sport en recreatie",155.0,0.004271149076880683,Middel-Hoog
20262,Noord-Holland,Waterland,2018,S,Overige dienstverlening,100.0,0.002755580049600441,Middel-Hoog
20263,Noord-Holland,Waterland,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
20264,Noord-Holland,Weesp,2015,A,"Landbouw, bosbouw en visserij",35.0,0.0009644530173601543,Middel
20265,Noord-Holland,Weesp,2015,B,Delfstoffenwinning,0.0,0.0,Geen
20266,Noord-Holland,Weesp,2015,C,Industrie,125.0,0.003444475062000551,Middel-Hoog
20267,Noord-Holland,Weesp,2015,D,Energievoorziening,0.0,0.0,Geen
20268,Noord-Holland,Weesp,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
20269,Noord-Holland,Weesp,2015,F,Bouwnijverheid,175.0,0.0048222650868007715,Middel-Hoog
20270,Noord-Holland,Weesp,2015,G,Handel,360.0,0.009920088178561588,Hoog
20271,Noord-Holland,Weesp,2015,H,Vervoer en opslag,50.0,0.0013777900248002205,Middel
20272,Noord-Holland,Weesp,2015,I,Horeca,60.0,0.0016533480297602646,Middel
20273,Noord-Holland,Weesp,2015,J,Informatie en communicatie,140.0,0.0038578120694406173,Middel-Hoog
20274,Noord-Holland,Weesp,2015,K,Financiële dienstverlening,160.0,0.004408928079360706,Middel-Hoog
20275,Noord-Holland,Weesp,2015,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
20276,Noord-Holland,Weesp,2015,M,Specialistische zakelijke diensten,450.0,0.012400110223201984,Hoog
20277,Noord-Holland,Weesp,2015,N,Verhuur en overige zakelijke diensten,90.0,0.002480022044640397,Middel-Hoog
20278,Noord-Holland,Weesp,2015,R,"Cultuur, sport en recreatie",140.0,0.0038578120694406173,Middel-Hoog
20279,Noord-Holland,Weesp,2015,S,Overige dienstverlening,90.0,0.002480022044640397,Middel-Hoog
20280,Noord-Holland,Weesp,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
20281,Noord-Holland,Weesp,2016,A,"Landbouw, bosbouw en visserij",40.0,0.0011022320198401765,Middel
20282,Noord-Holland,Weesp,2016,B,Delfstoffenwinning,0.0,0.0,Geen
20283,Noord-Holland,Weesp,2016,C,Industrie,115.0,0.003168917057040507,Middel-Hoog
20284,Noord-Holland,Weesp,2016,D,Energievoorziening,0.0,0.0,Geen
20285,Noord-Holland,Weesp,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20286,Noord-Holland,Weesp,2016,F,Bouwnijverheid,180.0,0.004960044089280794,Middel-Hoog
20287,Noord-Holland,Weesp,2016,G,Handel,365.0,0.010057867181041609,Hoog
20288,Noord-Holland,Weesp,2016,H,Vervoer en opslag,55.0,0.0015155690272802425,Middel
20289,Noord-Holland,Weesp,2016,I,Horeca,65.0,0.0017911270322402866,Geen
20290,Noord-Holland,Weesp,2016,J,Informatie en communicatie,140.0,0.0038578120694406173,Middel-Hoog
20291,Noord-Holland,Weesp,2016,K,Financiële dienstverlening,180.0,0.004960044089280794,Middel-Hoog
20292,Noord-Holland,Weesp,2016,L,Verhuur en handel van onroerend goed,35.0,0.0009644530173601543,Middel
20293,Noord-Holland,Weesp,2016,M,Specialistische zakelijke diensten,500.0,0.013777900248002205,Hoog
20294,Noord-Holland,Weesp,2016,N,Verhuur en overige zakelijke diensten,90.0,0.002480022044640397,Middel-Hoog
20295,Noord-Holland,Weesp,2016,R,"Cultuur, sport en recreatie",145.0,0.003995591071920639,Middel-Hoog
20296,Noord-Holland,Weesp,2016,S,Overige dienstverlening,100.0,0.002755580049600441,Middel-Hoog
20297,Noord-Holland,Weesp,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
20298,Noord-Holland,Weesp,2017,A,"Landbouw, bosbouw en visserij",40.0,0.0011022320198401765,Middel
20299,Noord-Holland,Weesp,2017,B,Delfstoffenwinning,0.0,0.0,Geen
20300,Noord-Holland,Weesp,2017,C,Industrie,120.0,0.003306696059520529,Middel-Hoog
20301,Noord-Holland,Weesp,2017,D,Energievoorziening,0.0,0.0,Geen
20302,Noord-Holland,Weesp,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20303,Noord-Holland,Weesp,2017,F,Bouwnijverheid,195.0,0.00537338109672086,Hoog
20304,Noord-Holland,Weesp,2017,G,Handel,370.0,0.010195646183521631,Hoog
20305,Noord-Holland,Weesp,2017,H,Vervoer en opslag,60.0,0.0016533480297602646,Middel
20306,Noord-Holland,Weesp,2017,I,Horeca,60.0,0.0016533480297602646,Middel
20307,Noord-Holland,Weesp,2017,J,Informatie en communicatie,145.0,0.003995591071920639,Middel-Hoog
20308,Noord-Holland,Weesp,2017,K,Financiële dienstverlening,180.0,0.004960044089280794,Middel-Hoog
20309,Noord-Holland,Weesp,2017,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
20310,Noord-Holland,Weesp,2017,M,Specialistische zakelijke diensten,500.0,0.013777900248002205,Hoog
20311,Noord-Holland,Weesp,2017,N,Verhuur en overige zakelijke diensten,105.0,0.002893359052080463,Middel-Hoog
20312,Noord-Holland,Weesp,2017,R,"Cultuur, sport en recreatie",150.0,0.004133370074400662,Middel-Hoog
20313,Noord-Holland,Weesp,2017,S,Overige dienstverlening,95.0,0.002617801047120419,Middel-Hoog
20314,Noord-Holland,Weesp,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
20315,Noord-Holland,Weesp,2018,A,"Landbouw, bosbouw en visserij",50.0,0.0013777900248002205,Middel
20316,Noord-Holland,Weesp,2018,B,Delfstoffenwinning,0.0,0.0,Geen
20317,Noord-Holland,Weesp,2018,C,Industrie,120.0,0.003306696059520529,Middel-Hoog
20318,Noord-Holland,Weesp,2018,D,Energievoorziening,0.0,0.0,Geen
20319,Noord-Holland,Weesp,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20320,Noord-Holland,Weesp,2018,F,Bouwnijverheid,200.0,0.005511160099200882,Hoog
20321,Noord-Holland,Weesp,2018,G,Handel,375.0,0.010333425186001654,Hoog
20322,Noord-Holland,Weesp,2018,H,Vervoer en opslag,75.0,0.002066685037200331,Middel-Hoog
20323,Noord-Holland,Weesp,2018,I,Horeca,65.0,0.0017911270322402866,Geen
20324,Noord-Holland,Weesp,2018,J,Informatie en communicatie,160.0,0.004408928079360706,Middel-Hoog
20325,Noord-Holland,Weesp,2018,K,Financiële dienstverlening,180.0,0.004960044089280794,Middel-Hoog
20326,Noord-Holland,Weesp,2018,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
20327,Noord-Holland,Weesp,2018,M,Specialistische zakelijke diensten,530.0,0.014604574262882338,Hoog
20328,Noord-Holland,Weesp,2018,N,Verhuur en overige zakelijke diensten,120.0,0.003306696059520529,Middel-Hoog
20329,Noord-Holland,Weesp,2018,R,"Cultuur, sport en recreatie",155.0,0.004271149076880683,Middel-Hoog
20330,Noord-Holland,Weesp,2018,S,Overige dienstverlening,100.0,0.002755580049600441,Middel-Hoog
20331,Noord-Holland,Weesp,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
20332,Noord-Holland,Wervershoof,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20333,Noord-Holland,Wervershoof,2015,B,Delfstoffenwinning,0.0,0.0,Geen
20334,Noord-Holland,Wervershoof,2015,C,Industrie,0.0,0.0,Geen
20335,Noord-Holland,Wervershoof,2015,D,Energievoorziening,0.0,0.0,Geen
20336,Noord-Holland,Wervershoof,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20337,Noord-Holland,Wervershoof,2015,F,Bouwnijverheid,0.0,0.0,Geen
20338,Noord-Holland,Wervershoof,2015,G,Handel,0.0,0.0,Geen
20339,Noord-Holland,Wervershoof,2015,H,Vervoer en opslag,0.0,0.0,Geen
20340,Noord-Holland,Wervershoof,2015,I,Horeca,0.0,0.0,Geen
20341,Noord-Holland,Wervershoof,2015,J,Informatie en communicatie,0.0,0.0,Geen
20342,Noord-Holland,Wervershoof,2015,K,Financiële dienstverlening,0.0,0.0,Geen
20343,Noord-Holland,Wervershoof,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20344,Noord-Holland,Wervershoof,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20345,Noord-Holland,Wervershoof,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20346,Noord-Holland,Wervershoof,2015,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20347,Noord-Holland,Wervershoof,2015,S,Overige dienstverlening,0.0,0.0,Geen
20348,Noord-Holland,Wervershoof,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
20349,Noord-Holland,Wervershoof,2016,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20350,Noord-Holland,Wervershoof,2016,B,Delfstoffenwinning,0.0,0.0,Geen
20351,Noord-Holland,Wervershoof,2016,C,Industrie,0.0,0.0,Geen
20352,Noord-Holland,Wervershoof,2016,D,Energievoorziening,0.0,0.0,Geen
20353,Noord-Holland,Wervershoof,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20354,Noord-Holland,Wervershoof,2016,F,Bouwnijverheid,0.0,0.0,Geen
20355,Noord-Holland,Wervershoof,2016,G,Handel,0.0,0.0,Geen
20356,Noord-Holland,Wervershoof,2016,H,Vervoer en opslag,0.0,0.0,Geen
20357,Noord-Holland,Wervershoof,2016,I,Horeca,0.0,0.0,Geen
20358,Noord-Holland,Wervershoof,2016,J,Informatie en communicatie,0.0,0.0,Geen
20359,Noord-Holland,Wervershoof,2016,K,Financiële dienstverlening,0.0,0.0,Geen
20360,Noord-Holland,Wervershoof,2016,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20361,Noord-Holland,Wervershoof,2016,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20362,Noord-Holland,Wervershoof,2016,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20363,Noord-Holland,Wervershoof,2016,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20364,Noord-Holland,Wervershoof,2016,S,Overige dienstverlening,0.0,0.0,Geen
20365,Noord-Holland,Wervershoof,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
20366,Noord-Holland,Wervershoof,2017,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20367,Noord-Holland,Wervershoof,2017,B,Delfstoffenwinning,0.0,0.0,Geen
20368,Noord-Holland,Wervershoof,2017,C,Industrie,0.0,0.0,Geen
20369,Noord-Holland,Wervershoof,2017,D,Energievoorziening,0.0,0.0,Geen
20370,Noord-Holland,Wervershoof,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20371,Noord-Holland,Wervershoof,2017,F,Bouwnijverheid,0.0,0.0,Geen
20372,Noord-Holland,Wervershoof,2017,G,Handel,0.0,0.0,Geen
20373,Noord-Holland,Wervershoof,2017,H,Vervoer en opslag,0.0,0.0,Geen
20374,Noord-Holland,Wervershoof,2017,I,Horeca,0.0,0.0,Geen
20375,Noord-Holland,Wervershoof,2017,J,Informatie en communicatie,0.0,0.0,Geen
20376,Noord-Holland,Wervershoof,2017,K,Financiële dienstverlening,0.0,0.0,Geen
20377,Noord-Holland,Wervershoof,2017,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20378,Noord-Holland,Wervershoof,2017,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20379,Noord-Holland,Wervershoof,2017,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20380,Noord-Holland,Wervershoof,2017,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20381,Noord-Holland,Wervershoof,2017,S,Overige dienstverlening,0.0,0.0,Geen
20382,Noord-Holland,Wervershoof,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
20383,Noord-Holland,Wervershoof,2018,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20384,Noord-Holland,Wervershoof,2018,B,Delfstoffenwinning,0.0,0.0,Geen
20385,Noord-Holland,Wervershoof,2018,C,Industrie,0.0,0.0,Geen
20386,Noord-Holland,Wervershoof,2018,D,Energievoorziening,0.0,0.0,Geen
20387,Noord-Holland,Wervershoof,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20388,Noord-Holland,Wervershoof,2018,F,Bouwnijverheid,0.0,0.0,Geen
20389,Noord-Holland,Wervershoof,2018,G,Handel,0.0,0.0,Geen
20390,Noord-Holland,Wervershoof,2018,H,Vervoer en opslag,0.0,0.0,Geen
20391,Noord-Holland,Wervershoof,2018,I,Horeca,0.0,0.0,Geen
20392,Noord-Holland,Wervershoof,2018,J,Informatie en communicatie,0.0,0.0,Geen
20393,Noord-Holland,Wervershoof,2018,K,Financiële dienstverlening,0.0,0.0,Geen
20394,Noord-Holland,Wervershoof,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20395,Noord-Holland,Wervershoof,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20396,Noord-Holland,Wervershoof,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20397,Noord-Holland,Wervershoof,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20398,Noord-Holland,Wervershoof,2018,S,Overige dienstverlening,0.0,0.0,Geen
20399,Noord-Holland,Wervershoof,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
20400,Noord-Holland,Wieringen,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20401,Noord-Holland,Wieringen,2015,B,Delfstoffenwinning,0.0,0.0,Geen
20402,Noord-Holland,Wieringen,2015,C,Industrie,0.0,0.0,Geen
20403,Noord-Holland,Wieringen,2015,D,Energievoorziening,0.0,0.0,Geen
20404,Noord-Holland,Wieringen,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20405,Noord-Holland,Wieringen,2015,F,Bouwnijverheid,0.0,0.0,Geen
20406,Noord-Holland,Wieringen,2015,G,Handel,0.0,0.0,Geen
20407,Noord-Holland,Wieringen,2015,H,Vervoer en opslag,0.0,0.0,Geen
20408,Noord-Holland,Wieringen,2015,I,Horeca,0.0,0.0,Geen
20409,Noord-Holland,Wieringen,2015,J,Informatie en communicatie,0.0,0.0,Geen
20410,Noord-Holland,Wieringen,2015,K,Financiële dienstverlening,0.0,0.0,Geen
20411,Noord-Holland,Wieringen,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20412,Noord-Holland,Wieringen,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20413,Noord-Holland,Wieringen,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20414,Noord-Holland,Wieringen,2015,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20415,Noord-Holland,Wieringen,2015,S,Overige dienstverlening,0.0,0.0,Geen
20416,Noord-Holland,Wieringen,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
20417,Noord-Holland,Wieringen,2016,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20418,Noord-Holland,Wieringen,2016,B,Delfstoffenwinning,0.0,0.0,Geen
20419,Noord-Holland,Wieringen,2016,C,Industrie,0.0,0.0,Geen
20420,Noord-Holland,Wieringen,2016,D,Energievoorziening,0.0,0.0,Geen
20421,Noord-Holland,Wieringen,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20422,Noord-Holland,Wieringen,2016,F,Bouwnijverheid,0.0,0.0,Geen
20423,Noord-Holland,Wieringen,2016,G,Handel,0.0,0.0,Geen
20424,Noord-Holland,Wieringen,2016,H,Vervoer en opslag,0.0,0.0,Geen
20425,Noord-Holland,Wieringen,2016,I,Horeca,0.0,0.0,Geen
20426,Noord-Holland,Wieringen,2016,J,Informatie en communicatie,0.0,0.0,Geen
20427,Noord-Holland,Wieringen,2016,K,Financiële dienstverlening,0.0,0.0,Geen
20428,Noord-Holland,Wieringen,2016,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20429,Noord-Holland,Wieringen,2016,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20430,Noord-Holland,Wieringen,2016,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20431,Noord-Holland,Wieringen,2016,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20432,Noord-Holland,Wieringen,2016,S,Overige dienstverlening,0.0,0.0,Geen
20433,Noord-Holland,Wieringen,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
20434,Noord-Holland,Wieringen,2017,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20435,Noord-Holland,Wieringen,2017,B,Delfstoffenwinning,0.0,0.0,Geen
20436,Noord-Holland,Wieringen,2017,C,Industrie,0.0,0.0,Geen
20437,Noord-Holland,Wieringen,2017,D,Energievoorziening,0.0,0.0,Geen
20438,Noord-Holland,Wieringen,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20439,Noord-Holland,Wieringen,2017,F,Bouwnijverheid,0.0,0.0,Geen
20440,Noord-Holland,Wieringen,2017,G,Handel,0.0,0.0,Geen
20441,Noord-Holland,Wieringen,2017,H,Vervoer en opslag,0.0,0.0,Geen
20442,Noord-Holland,Wieringen,2017,I,Horeca,0.0,0.0,Geen
20443,Noord-Holland,Wieringen,2017,J,Informatie en communicatie,0.0,0.0,Geen
20444,Noord-Holland,Wieringen,2017,K,Financiële dienstverlening,0.0,0.0,Geen
20445,Noord-Holland,Wieringen,2017,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20446,Noord-Holland,Wieringen,2017,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20447,Noord-Holland,Wieringen,2017,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20448,Noord-Holland,Wieringen,2017,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20449,Noord-Holland,Wieringen,2017,S,Overige dienstverlening,0.0,0.0,Geen
20450,Noord-Holland,Wieringen,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
20451,Noord-Holland,Wieringen,2018,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20452,Noord-Holland,Wieringen,2018,B,Delfstoffenwinning,0.0,0.0,Geen
20453,Noord-Holland,Wieringen,2018,C,Industrie,0.0,0.0,Geen
20454,Noord-Holland,Wieringen,2018,D,Energievoorziening,0.0,0.0,Geen
20455,Noord-Holland,Wieringen,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20456,Noord-Holland,Wieringen,2018,F,Bouwnijverheid,0.0,0.0,Geen
20457,Noord-Holland,Wieringen,2018,G,Handel,0.0,0.0,Geen
20458,Noord-Holland,Wieringen,2018,H,Vervoer en opslag,0.0,0.0,Geen
20459,Noord-Holland,Wieringen,2018,I,Horeca,0.0,0.0,Geen
20460,Noord-Holland,Wieringen,2018,J,Informatie en communicatie,0.0,0.0,Geen
20461,Noord-Holland,Wieringen,2018,K,Financiële dienstverlening,0.0,0.0,Geen
20462,Noord-Holland,Wieringen,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20463,Noord-Holland,Wieringen,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20464,Noord-Holland,Wieringen,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
20465,Noord-Holland,Wieringen,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
20466,Noord-Holland,Wieringen,2018,S,Overige dienstverlening,0.0,0.0,Geen
20467,Noord-Holland,Wieringen,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
20468,Noord-Holland,Wieringermeer,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
20469,Noord-Holland,Wieringermeer,2015,B,Delfstoffenwinning,0.0,0.0,Geen
20470,Noord-Holland,Wieringermeer,2015,C,Industrie,0.0,0.0,Geen
20471,Noord-Holland,Wieringermeer,2015,D,Energievoorziening,0.0,0.0,Geen
20472,Noord-Holland,Wieringermeer,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
20473,Noord-Holland,Wieringermeer,2015,F,Bouwnijverheid,0.0,0.0,Geen
20474,Noord-Holland,Wieringermeer,2015,G,Handel,0.0,0.0,Geen
20475,Noord-Holland,Wieringermeer,2015,H,Vervoer en opslag,0.0,0.0,Geen
20476,Noord-Holland,Wieringermeer,2015,I,Horeca,0.0,0.0,Geen
20477,Noord-Holland,Wieringermeer,2015,J,Informatie en communicatie,0.0,0.0,Geen
20478,Noord-Holland,Wieringermeer,2015,K,Financiële dienstverlening,0.0,0.0,Geen
20479,Noord-Holland,Wieringermeer,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
20480,Noord-Holland,Wieringermeer,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
20481,Noord-Holland,Wieringermeer,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
