,Soort_misdrijf,Perioden,Regio's,Provincie,Aantal_misdrijven,Misdrijven_relatief(%),Aantal_misdrijven_genormaliseerd,Aantal_misdrijven_klasse
15182,3 Gewelds- en seksuele misdrijven,2015,Schinnen,Limburg,45.0,7.0,0.0004426955238563699,Midden
15183,3 Gewelds- en seksuele misdrijven,2016,Schinnen,Limburg,20.0,4.0,0.00019675356615838664,Midden
15184,3 Gewelds- en seksuele misdrijven,2017,Schinnen,Limburg,45.0,9.0,0.0004426955238563699,Midden
15185,4 Misdrijven WvSr (overig),2013,Schinnen,Limburg,0.0,0.0,0.0,Laag
15186,4 Misdrijven WvSr (overig),2014,Schinnen,Limburg,5.0,0.0,4.918839153959666e-05,Laag
15187,4 Misdrijven WvSr (overig),2015,Schinnen,Limburg,0.0,0.0,0.0,Laag
15188,4 Misdrijven WvSr (overig),2016,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15189,4 Misdrijven WvSr (overig),2017,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15190,5 Verkeersmisdrijven,2013,Schinnen,Limburg,80.0,13.0,0.0007870142646335466,Midden
15191,5 Verkeersmisdrijven,2014,Schinnen,Limburg,85.0,14.0,0.0008362026561731431,Midden
15192,5 Verkeersmisdrijven,2015,Schinnen,Limburg,80.0,13.0,0.0007870142646335466,Midden
15193,5 Verkeersmisdrijven,2016,Schinnen,Limburg,75.0,14.0,0.0007378258730939499,Midden
15194,5 Verkeersmisdrijven,2017,Schinnen,Limburg,75.0,14.0,0.0007378258730939499,Midden
15195,6 Drugsmisdrijven,2013,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15196,6 Drugsmisdrijven,2014,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15197,6 Drugsmisdrijven,2015,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15198,6 Drugsmisdrijven,2016,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15199,6 Drugsmisdrijven,2017,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15200,7 (Vuur)wapenmisdrijven,2013,Schinnen,Limburg,5.0,0.0,4.918839153959666e-05,Laag
15201,7 (Vuur)wapenmisdrijven,2014,Schinnen,Limburg,0.0,0.0,0.0,Laag
15202,7 (Vuur)wapenmisdrijven,2015,Schinnen,Limburg,0.0,0.0,0.0,Laag
15203,7 (Vuur)wapenmisdrijven,2016,Schinnen,Limburg,0.0,0.0,0.0,Laag
15204,7 (Vuur)wapenmisdrijven,2017,Schinnen,Limburg,0.0,0.0,0.0,Laag
15205,9 Misdrijven overige wetten,2013,Schinnen,Limburg,5.0,0.0,4.918839153959666e-05,Laag
15206,9 Misdrijven overige wetten,2014,Schinnen,Limburg,0.0,0.0,0.0,Laag
15207,9 Misdrijven overige wetten,2015,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15208,9 Misdrijven overige wetten,2016,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15209,9 Misdrijven overige wetten,2017,Schinnen,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15210,"Misdrijven, totaal",2013,Schoonhoven,Zuid-Holland,540.0,100.0,0.005312346286276439,Hoog
15211,"Misdrijven, totaal",2014,Schoonhoven,Zuid-Holland,460.0,100.0,0.004525332021642892,Hoog
15212,"Misdrijven, totaal",2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15213,"Misdrijven, totaal",2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15214,"Misdrijven, totaal",2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15215,1 Vermogensmisdrijven,2013,Schoonhoven,Zuid-Holland,265.0,49.0,0.002606984751598623,Midden
15216,1 Vermogensmisdrijven,2014,Schoonhoven,Zuid-Holland,220.0,47.0,0.002164289227742253,Midden
15217,1 Vermogensmisdrijven,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15218,1 Vermogensmisdrijven,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15219,1 Vermogensmisdrijven,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15220,"2 Vernielingen, misdr.openb.orde/gezag",2013,Schoonhoven,Zuid-Holland,100.0,18.0,0.000983767830791933,Midden
15221,"2 Vernielingen, misdr.openb.orde/gezag",2014,Schoonhoven,Zuid-Holland,85.0,19.0,0.0008362026561731431,Midden
15222,"2 Vernielingen, misdr.openb.orde/gezag",2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15223,"2 Vernielingen, misdr.openb.orde/gezag",2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15224,"2 Vernielingen, misdr.openb.orde/gezag",2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15225,3 Gewelds- en seksuele misdrijven,2013,Schoonhoven,Zuid-Holland,55.0,11.0,0.0005410723069355632,Midden
15226,3 Gewelds- en seksuele misdrijven,2014,Schoonhoven,Zuid-Holland,65.0,14.0,0.0006394490900147565,Midden
15227,3 Gewelds- en seksuele misdrijven,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15228,3 Gewelds- en seksuele misdrijven,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15229,3 Gewelds- en seksuele misdrijven,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15230,4 Misdrijven WvSr (overig),2013,Schoonhoven,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
15231,4 Misdrijven WvSr (overig),2014,Schoonhoven,Zuid-Holland,10.0,2.0,9.837678307919332e-05,Laag
15232,4 Misdrijven WvSr (overig),2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15233,4 Misdrijven WvSr (overig),2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15234,4 Misdrijven WvSr (overig),2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15235,5 Verkeersmisdrijven,2013,Schoonhoven,Zuid-Holland,105.0,19.0,0.0010329562223315297,Midden
15236,5 Verkeersmisdrijven,2014,Schoonhoven,Zuid-Holland,75.0,16.0,0.0007378258730939499,Midden
15237,5 Verkeersmisdrijven,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15238,5 Verkeersmisdrijven,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15239,5 Verkeersmisdrijven,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15240,6 Drugsmisdrijven,2013,Schoonhoven,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
15241,6 Drugsmisdrijven,2014,Schoonhoven,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
15242,6 Drugsmisdrijven,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15243,6 Drugsmisdrijven,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15244,6 Drugsmisdrijven,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15245,7 (Vuur)wapenmisdrijven,2013,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15246,7 (Vuur)wapenmisdrijven,2014,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15247,7 (Vuur)wapenmisdrijven,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15248,7 (Vuur)wapenmisdrijven,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15249,7 (Vuur)wapenmisdrijven,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15250,9 Misdrijven overige wetten,2013,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15251,9 Misdrijven overige wetten,2014,Schoonhoven,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
15252,9 Misdrijven overige wetten,2015,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15253,9 Misdrijven overige wetten,2016,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15254,9 Misdrijven overige wetten,2017,Schoonhoven,Zuid-Holland,0.0,0.0,0.0,Laag
15255,"Misdrijven, totaal",2013,Schouwen-Duiveland,Zeeland,2155.0,100.0,0.02120019675356616,Hoog
15256,"Misdrijven, totaal",2014,Schouwen-Duiveland,Zeeland,1815.0,100.0,0.017855386128873586,Hoog
15257,"Misdrijven, totaal",2015,Schouwen-Duiveland,Zeeland,1870.0,100.0,0.01839645843580915,Hoog
15258,"Misdrijven, totaal",2016,Schouwen-Duiveland,Zeeland,1590.0,100.0,0.015641908509591736,Hoog
15259,"Misdrijven, totaal",2017,Schouwen-Duiveland,Zeeland,1385.0,100.0,0.013625184456468275,Hoog
15260,1 Vermogensmisdrijven,2013,Schouwen-Duiveland,Zeeland,1100.0,51.0,0.010821446138711265,Hoog
15261,1 Vermogensmisdrijven,2014,Schouwen-Duiveland,Zeeland,970.0,54.0,0.009542547958681752,Hoog
15262,1 Vermogensmisdrijven,2015,Schouwen-Duiveland,Zeeland,920.0,49.0,0.009050664043285785,Hoog
15263,1 Vermogensmisdrijven,2016,Schouwen-Duiveland,Zeeland,875.0,55.0,0.008607968519429415,Hoog
15264,1 Vermogensmisdrijven,2017,Schouwen-Duiveland,Zeeland,710.0,51.0,0.006984751598622725,Hoog
15265,"2 Vernielingen, misdr.openb.orde/gezag",2013,Schouwen-Duiveland,Zeeland,410.0,19.0,0.0040334481062469256,Hoog
15266,"2 Vernielingen, misdr.openb.orde/gezag",2014,Schouwen-Duiveland,Zeeland,275.0,15.0,0.0027053615346778162,Midden
15267,"2 Vernielingen, misdr.openb.orde/gezag",2015,Schouwen-Duiveland,Zeeland,530.0,28.0,0.005213969503197246,Hoog
15268,"2 Vernielingen, misdr.openb.orde/gezag",2016,Schouwen-Duiveland,Zeeland,245.0,15.0,0.002410231185440236,Midden
15269,"2 Vernielingen, misdr.openb.orde/gezag",2017,Schouwen-Duiveland,Zeeland,205.0,15.0,0.0020167240531234628,Midden
15270,3 Gewelds- en seksuele misdrijven,2013,Schouwen-Duiveland,Zeeland,225.0,10.0,0.0022134776192818495,Midden
15271,3 Gewelds- en seksuele misdrijven,2014,Schouwen-Duiveland,Zeeland,195.0,11.0,0.0019183472700442696,Midden
15272,3 Gewelds- en seksuele misdrijven,2015,Schouwen-Duiveland,Zeeland,130.0,7.0,0.001278898180029513,Midden
15273,3 Gewelds- en seksuele misdrijven,2016,Schouwen-Duiveland,Zeeland,150.0,9.0,0.0014756517461878998,Midden
15274,3 Gewelds- en seksuele misdrijven,2017,Schouwen-Duiveland,Zeeland,140.0,10.0,0.0013772749631087064,Midden
15275,4 Misdrijven WvSr (overig),2013,Schouwen-Duiveland,Zeeland,30.0,1.0,0.00029513034923757994,Midden
15276,4 Misdrijven WvSr (overig),2014,Schouwen-Duiveland,Zeeland,20.0,1.0,0.00019675356615838664,Midden
15277,4 Misdrijven WvSr (overig),2015,Schouwen-Duiveland,Zeeland,20.0,1.0,0.00019675356615838664,Midden
15278,4 Misdrijven WvSr (overig),2016,Schouwen-Duiveland,Zeeland,20.0,1.0,0.00019675356615838664,Midden
15279,4 Misdrijven WvSr (overig),2017,Schouwen-Duiveland,Zeeland,20.0,1.0,0.00019675356615838664,Midden
15280,5 Verkeersmisdrijven,2013,Schouwen-Duiveland,Zeeland,340.0,16.0,0.0033448106246925726,Hoog
15281,5 Verkeersmisdrijven,2014,Schouwen-Duiveland,Zeeland,290.0,16.0,0.0028529267092966062,Midden
15282,5 Verkeersmisdrijven,2015,Schouwen-Duiveland,Zeeland,210.0,11.0,0.0020659124446630595,Midden
15283,5 Verkeersmisdrijven,2016,Schouwen-Duiveland,Zeeland,250.0,16.0,0.002459419576979833,Midden
15284,5 Verkeersmisdrijven,2017,Schouwen-Duiveland,Zeeland,270.0,19.0,0.0026561731431382195,Midden
15285,6 Drugsmisdrijven,2013,Schouwen-Duiveland,Zeeland,35.0,2.0,0.0003443187407771766,Midden
15286,6 Drugsmisdrijven,2014,Schouwen-Duiveland,Zeeland,45.0,3.0,0.0004426955238563699,Midden
15287,6 Drugsmisdrijven,2015,Schouwen-Duiveland,Zeeland,30.0,2.0,0.00029513034923757994,Midden
15288,6 Drugsmisdrijven,2016,Schouwen-Duiveland,Zeeland,35.0,2.0,0.0003443187407771766,Midden
15289,6 Drugsmisdrijven,2017,Schouwen-Duiveland,Zeeland,20.0,2.0,0.00019675356615838664,Midden
15290,7 (Vuur)wapenmisdrijven,2013,Schouwen-Duiveland,Zeeland,10.0,0.0,9.837678307919332e-05,Laag
15291,7 (Vuur)wapenmisdrijven,2014,Schouwen-Duiveland,Zeeland,10.0,1.0,9.837678307919332e-05,Laag
15292,7 (Vuur)wapenmisdrijven,2015,Schouwen-Duiveland,Zeeland,10.0,1.0,9.837678307919332e-05,Laag
15293,7 (Vuur)wapenmisdrijven,2016,Schouwen-Duiveland,Zeeland,10.0,1.0,9.837678307919332e-05,Laag
15294,7 (Vuur)wapenmisdrijven,2017,Schouwen-Duiveland,Zeeland,10.0,1.0,9.837678307919332e-05,Laag
15295,9 Misdrijven overige wetten,2013,Schouwen-Duiveland,Zeeland,5.0,0.0,4.918839153959666e-05,Laag
15296,9 Misdrijven overige wetten,2014,Schouwen-Duiveland,Zeeland,10.0,1.0,9.837678307919332e-05,Laag
15297,9 Misdrijven overige wetten,2015,Schouwen-Duiveland,Zeeland,15.0,1.0,0.00014756517461878997,Midden
15298,9 Misdrijven overige wetten,2016,Schouwen-Duiveland,Zeeland,15.0,1.0,0.00014756517461878997,Midden
15299,9 Misdrijven overige wetten,2017,Schouwen-Duiveland,Zeeland,15.0,1.0,0.00014756517461878997,Midden
15300,"Misdrijven, totaal",2013,Simpelveld,Limburg,365.0,100.0,0.003590752582390556,Hoog
15301,"Misdrijven, totaal",2014,Simpelveld,Limburg,290.0,100.0,0.0028529267092966062,Midden
15302,"Misdrijven, totaal",2015,Simpelveld,Limburg,345.0,100.0,0.0033939990162321692,Hoog
15303,"Misdrijven, totaal",2016,Simpelveld,Limburg,290.0,100.0,0.0028529267092966062,Midden
15304,"Misdrijven, totaal",2017,Simpelveld,Limburg,250.0,100.0,0.002459419576979833,Midden
15305,1 Vermogensmisdrijven,2013,Simpelveld,Limburg,215.0,58.0,0.002115100836202656,Midden
15306,1 Vermogensmisdrijven,2014,Simpelveld,Limburg,155.0,53.0,0.0015248401377274965,Midden
15307,1 Vermogensmisdrijven,2015,Simpelveld,Limburg,185.0,54.0,0.0018199704869650763,Midden
15308,1 Vermogensmisdrijven,2016,Simpelveld,Limburg,160.0,55.0,0.0015740285292670931,Midden
15309,1 Vermogensmisdrijven,2017,Simpelveld,Limburg,145.0,58.0,0.0014264633546483031,Midden
15310,"2 Vernielingen, misdr.openb.orde/gezag",2013,Simpelveld,Limburg,70.0,20.0,0.0006886374815543532,Midden
15311,"2 Vernielingen, misdr.openb.orde/gezag",2014,Simpelveld,Limburg,50.0,17.0,0.0004918839153959665,Midden
15312,"2 Vernielingen, misdr.openb.orde/gezag",2015,Simpelveld,Limburg,55.0,15.0,0.0005410723069355632,Midden
15313,"2 Vernielingen, misdr.openb.orde/gezag",2016,Simpelveld,Limburg,50.0,18.0,0.0004918839153959665,Midden
15314,"2 Vernielingen, misdr.openb.orde/gezag",2017,Simpelveld,Limburg,30.0,11.0,0.00029513034923757994,Midden
15315,3 Gewelds- en seksuele misdrijven,2013,Simpelveld,Limburg,25.0,6.0,0.00024594195769798326,Midden
15316,3 Gewelds- en seksuele misdrijven,2014,Simpelveld,Limburg,35.0,11.0,0.0003443187407771766,Midden
15317,3 Gewelds- en seksuele misdrijven,2015,Simpelveld,Limburg,45.0,13.0,0.0004426955238563699,Midden
15318,3 Gewelds- en seksuele misdrijven,2016,Simpelveld,Limburg,25.0,9.0,0.00024594195769798326,Midden
15319,3 Gewelds- en seksuele misdrijven,2017,Simpelveld,Limburg,25.0,10.0,0.00024594195769798326,Midden
15320,4 Misdrijven WvSr (overig),2013,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15321,4 Misdrijven WvSr (overig),2014,Simpelveld,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15322,4 Misdrijven WvSr (overig),2015,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15323,4 Misdrijven WvSr (overig),2016,Simpelveld,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15324,4 Misdrijven WvSr (overig),2017,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15325,5 Verkeersmisdrijven,2013,Simpelveld,Limburg,55.0,14.0,0.0005410723069355632,Midden
15326,5 Verkeersmisdrijven,2014,Simpelveld,Limburg,45.0,16.0,0.0004426955238563699,Midden
15327,5 Verkeersmisdrijven,2015,Simpelveld,Limburg,60.0,17.0,0.0005902606984751599,Midden
15328,5 Verkeersmisdrijven,2016,Simpelveld,Limburg,45.0,16.0,0.0004426955238563699,Midden
15329,5 Verkeersmisdrijven,2017,Simpelveld,Limburg,45.0,17.0,0.0004426955238563699,Midden
15330,6 Drugsmisdrijven,2013,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15331,6 Drugsmisdrijven,2014,Simpelveld,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15332,6 Drugsmisdrijven,2015,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15333,6 Drugsmisdrijven,2016,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15334,6 Drugsmisdrijven,2017,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15335,7 (Vuur)wapenmisdrijven,2013,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15336,7 (Vuur)wapenmisdrijven,2014,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15337,7 (Vuur)wapenmisdrijven,2015,Simpelveld,Limburg,5.0,1.0,4.918839153959666e-05,Laag
15338,7 (Vuur)wapenmisdrijven,2016,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15339,7 (Vuur)wapenmisdrijven,2017,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15340,9 Misdrijven overige wetten,2013,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15341,9 Misdrijven overige wetten,2014,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15342,9 Misdrijven overige wetten,2015,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15343,9 Misdrijven overige wetten,2016,Simpelveld,Limburg,0.0,0.0,0.0,Laag
15344,9 Misdrijven overige wetten,2017,Simpelveld,Limburg,5.0,2.0,4.918839153959666e-05,Laag
15345,"Misdrijven, totaal",2013,Sint Anthonis,Noord-Brabant,390.0,100.0,0.0038366945400885393,Hoog
15346,"Misdrijven, totaal",2014,Sint Anthonis,Noord-Brabant,315.0,100.0,0.0030988686669945896,Midden
15347,"Misdrijven, totaal",2015,Sint Anthonis,Noord-Brabant,235.0,100.0,0.002311854402361043,Midden
15348,"Misdrijven, totaal",2016,Sint Anthonis,Noord-Brabant,255.0,100.0,0.0025086079685194295,Midden
15349,"Misdrijven, totaal",2017,Sint Anthonis,Noord-Brabant,215.0,100.0,0.002115100836202656,Midden
15350,1 Vermogensmisdrijven,2013,Sint Anthonis,Noord-Brabant,205.0,53.0,0.0020167240531234628,Midden
15351,1 Vermogensmisdrijven,2014,Sint Anthonis,Noord-Brabant,195.0,61.0,0.0019183472700442696,Midden
15352,1 Vermogensmisdrijven,2015,Sint Anthonis,Noord-Brabant,150.0,65.0,0.0014756517461878998,Midden
15353,1 Vermogensmisdrijven,2016,Sint Anthonis,Noord-Brabant,160.0,63.0,0.0015740285292670931,Midden
15354,1 Vermogensmisdrijven,2017,Sint Anthonis,Noord-Brabant,140.0,64.0,0.0013772749631087064,Midden
15355,"2 Vernielingen, misdr.openb.orde/gezag",2013,Sint Anthonis,Noord-Brabant,70.0,18.0,0.0006886374815543532,Midden
15356,"2 Vernielingen, misdr.openb.orde/gezag",2014,Sint Anthonis,Noord-Brabant,35.0,12.0,0.0003443187407771766,Midden
15357,"2 Vernielingen, misdr.openb.orde/gezag",2015,Sint Anthonis,Noord-Brabant,20.0,9.0,0.00019675356615838664,Midden
15358,"2 Vernielingen, misdr.openb.orde/gezag",2016,Sint Anthonis,Noord-Brabant,40.0,15.0,0.0003935071323167733,Midden
15359,"2 Vernielingen, misdr.openb.orde/gezag",2017,Sint Anthonis,Noord-Brabant,20.0,10.0,0.00019675356615838664,Midden
15360,3 Gewelds- en seksuele misdrijven,2013,Sint Anthonis,Noord-Brabant,40.0,11.0,0.0003935071323167733,Midden
15361,3 Gewelds- en seksuele misdrijven,2014,Sint Anthonis,Noord-Brabant,35.0,11.0,0.0003443187407771766,Midden
15362,3 Gewelds- en seksuele misdrijven,2015,Sint Anthonis,Noord-Brabant,20.0,9.0,0.00019675356615838664,Midden
15363,3 Gewelds- en seksuele misdrijven,2016,Sint Anthonis,Noord-Brabant,20.0,9.0,0.00019675356615838664,Midden
15364,3 Gewelds- en seksuele misdrijven,2017,Sint Anthonis,Noord-Brabant,20.0,8.0,0.00019675356615838664,Midden
15365,4 Misdrijven WvSr (overig),2013,Sint Anthonis,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
15366,4 Misdrijven WvSr (overig),2014,Sint Anthonis,Noord-Brabant,10.0,3.0,9.837678307919332e-05,Laag
15367,4 Misdrijven WvSr (overig),2015,Sint Anthonis,Noord-Brabant,5.0,2.0,4.918839153959666e-05,Laag
15368,4 Misdrijven WvSr (overig),2016,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15369,4 Misdrijven WvSr (overig),2017,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15370,5 Verkeersmisdrijven,2013,Sint Anthonis,Noord-Brabant,55.0,14.0,0.0005410723069355632,Midden
15371,5 Verkeersmisdrijven,2014,Sint Anthonis,Noord-Brabant,35.0,11.0,0.0003443187407771766,Midden
15372,5 Verkeersmisdrijven,2015,Sint Anthonis,Noord-Brabant,30.0,12.0,0.00029513034923757994,Midden
15373,5 Verkeersmisdrijven,2016,Sint Anthonis,Noord-Brabant,30.0,12.0,0.00029513034923757994,Midden
15374,5 Verkeersmisdrijven,2017,Sint Anthonis,Noord-Brabant,35.0,17.0,0.0003443187407771766,Midden
15375,6 Drugsmisdrijven,2013,Sint Anthonis,Noord-Brabant,10.0,3.0,9.837678307919332e-05,Laag
15376,6 Drugsmisdrijven,2014,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15377,6 Drugsmisdrijven,2015,Sint Anthonis,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
15378,6 Drugsmisdrijven,2016,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15379,6 Drugsmisdrijven,2017,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15380,7 (Vuur)wapenmisdrijven,2013,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15381,7 (Vuur)wapenmisdrijven,2014,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15382,7 (Vuur)wapenmisdrijven,2015,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15383,7 (Vuur)wapenmisdrijven,2016,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15384,7 (Vuur)wapenmisdrijven,2017,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15385,9 Misdrijven overige wetten,2013,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15386,9 Misdrijven overige wetten,2014,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15387,9 Misdrijven overige wetten,2015,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15388,9 Misdrijven overige wetten,2016,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15389,9 Misdrijven overige wetten,2017,Sint Anthonis,Noord-Brabant,0.0,0.0,0.0,Laag
15390,"Misdrijven, totaal",2013,Sint-Michielsgestel,Noord-Brabant,885.0,100.0,0.00870634530250861,Hoog
15391,"Misdrijven, totaal",2014,Sint-Michielsgestel,Noord-Brabant,890.0,100.0,0.008755533694048205,Hoog
15392,"Misdrijven, totaal",2015,Sint-Michielsgestel,Noord-Brabant,835.0,100.0,0.008214461387112642,Hoog
15393,"Misdrijven, totaal",2016,Sint-Michielsgestel,Noord-Brabant,725.0,100.0,0.007132316773241516,Hoog
15394,"Misdrijven, totaal",2017,Sint-Michielsgestel,Noord-Brabant,675.0,100.0,0.006640432857845549,Hoog
15395,1 Vermogensmisdrijven,2013,Sint-Michielsgestel,Noord-Brabant,530.0,60.0,0.005213969503197246,Hoog
15396,1 Vermogensmisdrijven,2014,Sint-Michielsgestel,Noord-Brabant,595.0,67.0,0.005853418593212002,Hoog
15397,1 Vermogensmisdrijven,2015,Sint-Michielsgestel,Noord-Brabant,530.0,63.0,0.005213969503197246,Hoog
15398,1 Vermogensmisdrijven,2016,Sint-Michielsgestel,Noord-Brabant,445.0,61.0,0.004377766847024103,Hoog
15399,1 Vermogensmisdrijven,2017,Sint-Michielsgestel,Noord-Brabant,410.0,61.0,0.0040334481062469256,Hoog
15400,"2 Vernielingen, misdr.openb.orde/gezag",2013,Sint-Michielsgestel,Noord-Brabant,125.0,14.0,0.0012297097884899164,Midden
15401,"2 Vernielingen, misdr.openb.orde/gezag",2014,Sint-Michielsgestel,Noord-Brabant,110.0,12.0,0.0010821446138711264,Midden
15402,"2 Vernielingen, misdr.openb.orde/gezag",2015,Sint-Michielsgestel,Noord-Brabant,105.0,13.0,0.0010329562223315297,Midden
15403,"2 Vernielingen, misdr.openb.orde/gezag",2016,Sint-Michielsgestel,Noord-Brabant,80.0,11.0,0.0007870142646335466,Midden
15404,"2 Vernielingen, misdr.openb.orde/gezag",2017,Sint-Michielsgestel,Noord-Brabant,90.0,13.0,0.0008853910477127398,Midden
15405,3 Gewelds- en seksuele misdrijven,2013,Sint-Michielsgestel,Noord-Brabant,85.0,10.0,0.0008362026561731431,Midden
15406,3 Gewelds- en seksuele misdrijven,2014,Sint-Michielsgestel,Noord-Brabant,70.0,8.0,0.0006886374815543532,Midden
15407,3 Gewelds- en seksuele misdrijven,2015,Sint-Michielsgestel,Noord-Brabant,75.0,9.0,0.0007378258730939499,Midden
15408,3 Gewelds- en seksuele misdrijven,2016,Sint-Michielsgestel,Noord-Brabant,70.0,10.0,0.0006886374815543532,Midden
15409,3 Gewelds- en seksuele misdrijven,2017,Sint-Michielsgestel,Noord-Brabant,60.0,9.0,0.0005902606984751599,Midden
15410,4 Misdrijven WvSr (overig),2013,Sint-Michielsgestel,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
15411,4 Misdrijven WvSr (overig),2014,Sint-Michielsgestel,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
15412,4 Misdrijven WvSr (overig),2015,Sint-Michielsgestel,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
15413,4 Misdrijven WvSr (overig),2016,Sint-Michielsgestel,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
15414,4 Misdrijven WvSr (overig),2017,Sint-Michielsgestel,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
15415,5 Verkeersmisdrijven,2013,Sint-Michielsgestel,Noord-Brabant,120.0,13.0,0.0011805213969503198,Midden
15416,5 Verkeersmisdrijven,2014,Sint-Michielsgestel,Noord-Brabant,90.0,10.0,0.0008853910477127398,Midden
15417,5 Verkeersmisdrijven,2015,Sint-Michielsgestel,Noord-Brabant,110.0,13.0,0.0010821446138711264,Midden
15418,5 Verkeersmisdrijven,2016,Sint-Michielsgestel,Noord-Brabant,120.0,16.0,0.0011805213969503198,Midden
